[00:05.080 --> 00:06.500]  Previously on F*** Face.
[35:26.680 --> 35:27.980]  Gavin, what was the name?
[35:27.980 --> 35:31.380]  You remember when you'd walk in the snow and you'd see if there are footprints
[35:31.380 --> 35:32.500]  if somebody died?
[35:32.860 --> 35:33.460]  Guess who's dead?
[35:33.600 --> 35:34.560]  Guess who's dead?
[35:34.700 --> 35:36.340]  This is guess who's dead.
[35:36.700 --> 35:38.360]  Round two. Guess who might be dead.
[35:38.420 --> 35:38.820]  I think it was.
[35:39.100 --> 35:40.360]  Guess who might be dead.
[35:40.500 --> 35:42.760]  Round two. The movie version.
[35:43.380 --> 35:44.680]  So I was I was.
[35:45.000 --> 35:49.460]  I don't know. I don't remember where I was, but I saw online an image for,
[35:49.600 --> 35:54.020]  I guess, Anaconda just turned 25 years old, like within the last two weeks.
[35:54.300 --> 35:57.440]  Great. The 25th anniversary of that release.
[35:57.440 --> 35:59.300]  And it is a fantastic movie.
[35:59.520 --> 36:00.920]  And so I clicked it.
[36:01.180 --> 36:04.260]  Eric Stoltz eats a bug and then he can't and then he just disappears in the movie.
[36:04.500 --> 36:06.940]  He does. But he lives.
[36:07.320 --> 36:11.400]  Yeah. So this was the image they used for the article of Anaconda
[36:11.400 --> 36:13.400]  has turned 25 years old.
[36:13.740 --> 36:15.500]  I'll post it right now. We're an audio show.
[36:15.660 --> 36:16.880]  I will describe it.
[36:17.380 --> 36:19.500]  It is J-Lo reaching out.
[36:19.600 --> 36:22.500]  Not really minimal effort, I would say at this point.
[36:22.500 --> 36:27.500]  An ice cube is surrounded by an anaconda screaming in pain.
[36:27.760 --> 36:30.000]  Yeah, yeah. If you were to look at that photo,
[36:30.640 --> 36:33.940]  you would think definitively that there's no way that Ice Cube
[36:33.940 --> 36:35.300]  would get out of that situation.
[36:36.100 --> 36:38.180]  Yet he did. He survived.
[36:38.540 --> 36:39.660]  He survives in that movie.
[36:40.040 --> 36:42.300]  So I figured I would take some photos.
[36:42.980 --> 36:44.120]  I blanked the name of the game.
[36:44.220 --> 36:45.480]  Gab was the look who's dead.
[36:45.880 --> 36:47.920]  Guess who? Guess who might be dead, too.
[36:48.140 --> 36:51.100]  I have taken some moments from a movie.
[36:51.100 --> 36:53.260]  I will post the photo, describe the photo.
[36:53.360 --> 36:55.760]  I'll say the character name, say the actor name.
[36:56.220 --> 36:58.340]  And you can tell me if you think that they died or not.
[36:58.400 --> 36:59.580]  OK. In that scene.
[36:59.880 --> 37:01.320]  And well, not necessarily in that scene.
[37:01.520 --> 37:03.080]  It's a it could be maybe later.
[37:03.260 --> 37:04.860]  So they just have to survive the movie or not.
[37:05.000 --> 37:06.160]  Survive the movie or not.
[37:06.420 --> 37:09.220]  But these are all moments in which you look at it.
[37:09.300 --> 37:10.860]  You go, oh, that doesn't look too good.
[37:11.100 --> 37:11.800]  Maybe they lived.
[37:11.920 --> 37:13.520]  What if a character comes back to life?
[37:13.560 --> 37:14.780]  Does that count as they died?
[37:15.020 --> 37:17.140]  Well, maybe. I don't know.
[37:17.400 --> 37:19.040]  I will encounter that, I guess, when we encounter it.
[37:19.040 --> 37:20.040]  So next one is deep.
[37:20.340 --> 37:21.800]  Blue Sea is the film.
[37:21.980 --> 37:27.320]  The character's name is Jim Whitlock, played by Stellan Skarsgård.
[37:27.340 --> 37:28.700]  He's got his hand out there. Big shark.
[37:29.040 --> 37:31.080]  Big shark's about the looks like he's going to bite his hand.
[37:31.460 --> 37:33.320]  Does he die? Does he live? Does he die?
[37:33.660 --> 37:34.380]  I'm going to say yes.
[37:34.700 --> 37:36.460]  Yes, he dies. He dies.
[37:36.640 --> 37:39.380]  Yeah, I think just because almost every single person dies.
[37:39.600 --> 37:42.240]  I think I think it was LL Cool J in that one.
[37:42.620 --> 37:43.800]  Didn't he hide in a wasn't he?
[37:43.920 --> 37:45.360]  He did. He had another.
[37:45.860 --> 37:47.640]  Yeah. He's a chef. He is a parrot.
[37:47.640 --> 37:49.400]  He was he was in that film.
[37:49.600 --> 37:51.980]  So everybody's saying that he lived or he died.
[37:52.140 --> 37:53.040]  Sorry. Yeah. You think he's dead?
[37:53.420 --> 37:55.540]  That is correct. Everybody gets a point for Deep Blue Sea.
[37:55.760 --> 37:59.460]  Do you do you post the next screenshot of him actually being killed?
[37:59.660 --> 38:03.380]  No, I don't, because it's it's it's extremely, extremely graphic.
[38:03.600 --> 38:05.940]  All of the stuff that is related to his death.
[38:07.800 --> 38:09.300]  Kind of a trend you'll find.
[38:09.900 --> 38:12.500]  The next movie we're pulling a classic classic film.
[38:12.560 --> 38:14.780]  Big franchise. Mission Impossible one.
[38:15.440 --> 38:16.800]  We have Emilio.
[38:17.040 --> 38:21.420]  We have Jack Harmon played by Emilio Estevez in a film.
[38:22.100 --> 38:23.500]  He's he's in an elevator.
[38:23.720 --> 38:25.900]  The elevator gets hacked. It's going up.
[38:26.160 --> 38:27.360]  He's stuck on top of it.
[38:27.660 --> 38:28.800]  The thing pops out.
[38:29.100 --> 38:30.480]  Does Jack Harmon live?
[38:30.900 --> 38:32.300]  Killed by a guy in Anaconda.
[38:32.500 --> 38:34.080]  That is that is a pole.
[38:34.340 --> 38:35.880]  He dies instantly right there.
[38:36.400 --> 38:37.580]  He dies. It does.
[38:37.720 --> 38:39.160]  He dies like three frames from now.
[38:39.720 --> 38:41.880]  He does. It's the three three.
[38:42.020 --> 38:44.300]  So everybody that's at this point for everybody.
[38:44.300 --> 38:46.060]  Yeah, three three frame death.
[38:46.180 --> 38:50.120]  OK, now we're going to go to the next film on.
[38:50.680 --> 38:51.940]  Is he is he dead?
[38:52.080 --> 38:52.660]  I like this game.
[38:52.800 --> 38:54.640]  Volume volume two. You're a big fan of this game.
[38:54.840 --> 38:59.100]  Yeah. The next film is Jesus Christ Superstar.
[39:00.020 --> 39:02.500]  This fella's got himself in a real predicament.
[39:04.500 --> 39:05.540]  Stuck out there.
[39:06.500 --> 39:08.320]  My question was so valid.
[39:09.560 --> 39:12.240]  The character name is Jesus Christ
[39:12.760 --> 39:15.440]  and the character, the actor named Ted Neely.
[39:17.660 --> 39:19.480]  Gavin, go. You go ahead and go.
[39:20.200 --> 39:23.260]  Andrew, was this the part of the show that you said we might have to cut?
[39:23.920 --> 39:25.440]  Yeah, yeah, it was.
[39:25.920 --> 39:28.280]  I mean, he he dies for a while.
[39:28.960 --> 39:32.020]  Yeah, I don't I don't necessarily know how to answer this one.
[39:32.540 --> 39:36.880]  I don't think it could work both ways.
[39:37.420 --> 39:39.720]  I'm going to say yes. Yeah, I think that's OK.
[39:39.860 --> 39:40.600]  I think that's correct.
[39:40.600 --> 39:41.840]  I think you all get points.
[39:42.080 --> 39:43.220]  And and that is the game.
[39:43.260 --> 39:45.280]  That is the end of round one.
[39:46.780 --> 39:49.200]  Is he dead to part two?
[39:50.160 --> 39:51.320]  Oh, my God.
[39:51.440 --> 39:52.900]  You mean guess who might be dead?
[39:53.120 --> 39:54.300]  Guess who might be dead?
[39:54.360 --> 39:56.040]  Volume two. That's what it was.
[39:56.220 --> 39:58.440]  I can't wait for us to play that again.
[39:59.720 --> 40:02.180]  Man, I wanted to make sure I had games
[40:02.180 --> 40:04.120]  because Geoff brought up that I didn't have a thing.
[40:04.140 --> 40:05.460]  So I want to make sure I had a thing.
[40:05.760 --> 40:07.520]  I was guessing he's dead. Volume two.
[40:07.680 --> 40:08.860]  I was thinking of characters
[40:09.480 --> 40:11.180]  who have died and came back to life.
[40:11.280 --> 40:16.240]  Like I was thinking in my head of like Rachel Weisz in the second Mummy movie.
[40:16.780 --> 40:18.660]  And then you put up Jesus.
[40:20.280 --> 40:22.300]  I didn't know how to classify that one.
[40:22.420 --> 40:25.540]  I was generally just kind of excited to hear what you guys thought.
[40:26.040 --> 40:29.020]  Oh, I think it's a great game.
[40:29.980 --> 40:30.900]  Oh, you really
[40:32.300 --> 40:34.880]  you really knocked it out of the park on that one.
[40:35.340 --> 40:38.780]  I hope I hope the religious audience doesn't crucify
[40:38.780 --> 40:42.200]  you for it. Oh, hey.
[40:43.080 --> 40:45.680]  Oh, man. I was just I wanted to make sure I had a game.
[40:45.860 --> 40:47.180]  I just wanted to contribute.
[40:47.460 --> 40:49.380]  Make sure. Oh, that tickled me.
[40:49.420 --> 40:51.520]  Eric is live again. Why are you streaming again, Eric?
[40:51.560 --> 40:52.260]  What do we got going on now?
[40:52.280 --> 40:54.700]  Oh, Eric just purchased a shirt.
[40:54.960 --> 40:56.440]  Are you fucking serious already?
[40:56.880 --> 40:58.340]  So they asked who wanted them.
[40:58.440 --> 41:00.260]  And I said all five of us. Yes.
[41:00.440 --> 41:03.060]  So we you should be getting confirmation email shortly.
[41:04.160 --> 41:07.040]  So we will be getting the face anal passage.
[41:08.940 --> 41:09.900]  God damn it.
[41:10.120 --> 41:11.460]  I it's the greatest thing.
[41:11.640 --> 41:13.600]  I just looked in the merch slack when you said it.
[41:13.620 --> 41:16.240]  Want to remake this shirt, but make it say anal passage.
[41:16.420 --> 41:19.000]  And Tony just said, is that an official wish?
[41:22.740 --> 41:24.560]  Oh, man. Official wish.
[41:25.860 --> 41:27.800]  Wish granted. We got it.
[41:30.320 --> 41:32.880]  Oh, I got my confirmation email, too.
[41:33.340 --> 41:34.580]  We should all have them now.
[41:34.680 --> 41:36.300]  We should all have that shirt very soon.
[41:36.300 --> 41:41.220]  This is what an insane way to come back to this show,
[41:41.220 --> 41:45.440]  to have a piece, to go up in half an hour.
[41:45.540 --> 41:50.640]  And like, yeah, and by the time people hear this, I don't think they can get it.
[41:50.780 --> 41:53.320]  No, it's going to be a weird thing where we could open.
[41:53.700 --> 41:55.980]  This is genuinely a previously on episode.
[41:56.460 --> 42:00.000]  Yeah, everything that they've listened to is an event that happened prior to
[42:00.000 --> 42:01.660]  that they cannot experience anymore.
[42:01.840 --> 42:05.320]  You know, when I was in London, I had a day where it was
[42:05.320 --> 42:07.360]  quite a sunny, gorgeous day.
[42:07.440 --> 42:10.640]  And I was walking around Hyde Park and just kind of
[42:11.340 --> 42:13.920]  taking in the the greenery.
[42:14.580 --> 42:18.200]  And I got quite reflective thinking about the fact
[42:18.200 --> 42:21.000]  that we had just done 100 episodes of F*** Face.
[42:21.080 --> 42:23.100]  And I was really nervous about episode 100.
[42:23.440 --> 42:25.040]  Turned out my fears were unwarranted.
[42:25.420 --> 42:27.860]  I was just like, anytime I'm like I'm working on a bit
[42:27.860 --> 42:31.540]  and my attention's a little divided, I never know.
[42:31.760 --> 42:34.400]  I don't have a good handle on whether it was a good or not.
[42:34.400 --> 42:36.860]  And so I like I think I immediately I was one of those podcasts
[42:36.860 --> 42:40.600]  where I immediately hit up Andrew and Gavin and was like, tell me it was good,
[42:41.020 --> 42:41.900]  you know, because I don't know.
[42:42.060 --> 42:44.980]  And then so I was like wondering if people were going to dig it or not.
[42:45.100 --> 42:48.580]  And and then I was just thinking about like everything that we've done
[42:48.580 --> 42:54.280]  in 100 episodes and how it almost felt like a complete book ended story.
[42:54.740 --> 42:59.620]  And then I was thinking like, what is 100 on one on going to be like?
[42:59.940 --> 43:01.300]  And I really had no idea.
[43:01.300 --> 43:04.200]  I felt like for a while there, I kind of have a handle on things.
[43:04.200 --> 43:06.360]  And then we're kind of entering into uncharted territory.
[43:06.460 --> 43:08.980]  It was like a process to get us to 100.
[43:09.280 --> 43:11.820]  And then you like sit back and you're like, well, I don't know where the fuck
[43:11.820 --> 43:13.000]  we're going with this thing now.
[43:13.380 --> 43:14.660]  Couldn't have guessed any of this.
[43:14.880 --> 43:18.960]  Yeah. Anal passage and is Jesus die?
[43:20.040 --> 43:22.720]  Damn. It just keeps on.
[43:22.800 --> 43:25.360]  It's as much as it's a surprise to the audience.
[43:25.360 --> 43:27.500]  It is as much so to me as well.
[43:27.620 --> 43:31.860]  I didn't think I would puke one episode after like as soon as we finished 100.
[43:31.860 --> 43:35.200]  My immediate thought wasn't I'm going to vomit next episode.
[43:35.520 --> 43:36.640]  That would have been high on my face.
[43:36.740 --> 43:38.580]  Bingo card actually was you vomit. Really?
[43:39.380 --> 43:40.240]  Yeah, that's pretty.
[43:40.380 --> 43:42.540]  That's like the fifth time an episode is ended that way.
[43:42.600 --> 43:43.960]  And it's still great every time.
[43:44.400 --> 43:47.940]  Best way to end an episode is with your audible discomfort.
[43:48.120 --> 43:50.100]  Did you have fun in Hyde Park? Yeah, dude.
[43:50.180 --> 43:52.060]  That place is awesome. I like London a lot.
[43:52.140 --> 43:53.540]  Did you have as much fun as this?
[43:54.940 --> 43:57.000]  Oh, I didn't remember.
[43:58.160 --> 44:00.320]  I'll be honest, I don't remember doing that.
[44:00.320 --> 44:02.780]  You don't remember the pedal boat in Hyde Park?
[44:04.240 --> 44:07.940]  I guess I how that must have been a million years ago.
[44:08.300 --> 44:12.160]  Eric brings up a great point of you are wearing two pairs of sunglasses, Geoff.
[44:13.580 --> 44:15.240]  There was probably a reason for that.
[44:15.540 --> 44:16.620]  Oh, that's so cute.
[44:16.900 --> 44:18.220]  20 July 2010.
[44:18.560 --> 44:19.740]  Look at us so much younger.
[44:20.000 --> 44:22.700]  Ah, they weren't running the boats while I was there, but I will.
[44:22.740 --> 44:24.240]  I walked right by that spot, actually.
[44:25.480 --> 44:26.660]  Where does the time go?
[44:27.680 --> 44:28.780]  One of us aged well.
[44:28.780 --> 44:30.140]  We're almost at two years.
[44:30.480 --> 44:33.640]  Yeah, I think people figured out that 2037 would be episode 1000.
[44:34.520 --> 44:36.320]  Like late, late summer.
[44:36.680 --> 44:40.320]  2037 or 2037 or 2039.
[44:40.520 --> 44:41.040]  Oh, my God.
[44:41.320 --> 44:45.960]  Maybe God, I was I was reading the comments on episode 100 on the on the Roosties site.
[44:46.080 --> 44:49.360]  And somebody mentioned was like, I don't know if I'll be around
[44:49.360 --> 44:52.280]  for episode 1000 because I'm almost 70 now.
[44:52.740 --> 44:53.820]  But I hope so.
[44:54.000 --> 44:55.460]  And I was like, I messaged him.
[44:55.500 --> 44:57.740]  I'm like, you better fucking be around for episode 1000.
[44:57.740 --> 45:00.320]  Like, I'll I'll put some money into keeping you alive.
[45:00.420 --> 45:03.820]  But the idea that we have somebody who's listening to the show on purpose
[45:03.820 --> 45:07.080]  who's almost 70 just warms my fucking heart.
[45:07.240 --> 45:09.960]  And it just means that we appeal to all ages of degenerate.
[45:10.060 --> 45:10.940]  I love it.
[45:11.040 --> 45:11.680]  You think that's real?
[45:11.960 --> 45:13.240]  I assume so. I don't know.
[45:13.460 --> 45:15.460]  Why would somebody lie about their age going that way?
[45:15.660 --> 45:17.300]  I don't know. You have doubt, Gavin?
[45:17.600 --> 45:17.920]  Yeah.
[45:24.580 --> 45:27.540]  I wonder who is the oldest listener.
[45:27.540 --> 45:29.780]  Well, let's get him a shirt and they can buy it.
[45:29.940 --> 45:31.060]  And I wonder who it is.
[45:31.260 --> 45:34.240]  We should get his shirt says oldest listener, but only one person can buy it.
[45:34.540 --> 45:35.840]  Yeah. And they have to.
[45:36.200 --> 45:39.800]  If there's an older listener comes along, they have to mail it to that person.
[45:43.900 --> 45:44.720]  Oh, man.
[45:45.360 --> 45:48.000]  Oh, Gavin, you know, another comment I saw that was pretty interesting.
[45:48.080 --> 45:51.820]  I know we talked about it last episode, but you told what is got to be
[45:51.820 --> 45:57.600]  I don't know, top five moment in in of all time on this show,
[45:57.640 --> 46:01.820]  which was your bloody pier story in Melbourne, Australia.
[46:02.060 --> 46:03.760]  The blood wind. The blood wind. Yeah.
[46:04.060 --> 46:08.020]  And somebody said that guy was probably saw you alone on the pier.
[46:08.120 --> 46:09.740]  It was probably coming to rob you.
[46:09.780 --> 46:13.920]  And you got extremely lucky and they they pieced out of there
[46:13.920 --> 46:16.200]  because their plan was foiled.
[46:16.200 --> 46:18.700]  And I thought, I kind of hope that's true.
[46:18.700 --> 46:20.340]  I kind of hope you dodged that bullet.
[46:20.340 --> 46:24.840]  If I was about to get mugged at nine in the morning on the pier in Melbourne.
[46:25.320 --> 46:26.720]  Yeah. Yeah. I mean, it's possible.
[46:27.220 --> 46:30.840]  And then the gust of wind saved me from like 10 feet away.
[46:31.740 --> 46:33.340]  Divine intervention. Yeah. Yeah.
[46:33.760 --> 46:35.940]  Yeah. I saw that comment. It's pretty funny.
[46:36.360 --> 46:38.600]  Is there any other you don't have to say it.
[46:38.900 --> 46:43.100]  Is there any other stories like that that you've been on the fence about telling?
[46:43.540 --> 46:44.140]  Or is that it?
[46:44.780 --> 46:47.560]  I don't know. It's hard to tell which ones I've told on the other podcasts.
[46:47.560 --> 46:48.880]  I mean, that's fair.
[46:49.380 --> 46:51.520]  Yeah. I have to like try and remember what I've told.
[46:51.800 --> 46:55.280]  I just meant in general, like that was a story that you had never told.
[46:55.420 --> 46:57.620]  Like that was just never been said before.
[46:57.780 --> 47:00.120]  And I'm probably not sitting on anything as heavy as that one.
[47:00.280 --> 47:02.280]  Yeah. That's what I was curious about.
[47:02.520 --> 47:07.400]  I'm trying to think if I because I remember when we started the show,
[47:07.480 --> 47:11.000]  I had like 30 you talking about, Geoff, like we're trying to get to 100.
[47:11.460 --> 47:14.200]  I think when we started, I had an outline of 30 things
[47:14.200 --> 47:16.100]  that I felt confident I could talk about.
[47:16.100 --> 47:19.160]  That could be like, maybe be an episode like 30 episodes.
[47:19.500 --> 47:22.740]  So the premise of us hitting 100 was definitely for me.
[47:22.800 --> 47:26.460]  Like, how the fuck are we going to let you just have to not tell a story
[47:26.460 --> 47:27.440]  every two episodes?
[47:27.700 --> 47:29.700]  Yeah. Or just like, OK, I've got 30.
[47:29.800 --> 47:31.720]  I feel really good about the next 30.
[47:32.400 --> 47:34.120]  I don't know what will come after that.
[47:34.420 --> 47:37.560]  That's why things like the pencil trial at the time were like, oh, my God,
[47:37.560 --> 47:40.240]  this is like an episode and this isn't part of the 30.
[47:40.540 --> 47:41.540]  Yeah. It's like a free one.
[47:41.840 --> 47:45.380]  Yeah. Like, especially for me when I was first starting of like
[47:45.380 --> 47:49.740]  trying to get comfortability in doing this and having any confidence at all
[47:49.740 --> 47:54.560]  and like telling a story or just just talking in general on a show like this.
[47:54.580 --> 47:56.640]  It was very much like I have this list of 30.
[47:56.880 --> 47:58.080]  I feel confident about this.
[47:58.360 --> 48:00.980]  But this is ideally going to last longer than 30 episodes.
[48:01.520 --> 48:02.580]  How are we going to make this work?
[48:02.640 --> 48:04.260]  So those opportunities would come up.
[48:04.660 --> 48:08.140]  I remember one of the first episodes like we were, we established
[48:08.140 --> 48:12.940]  being terrible at intros and outros very early on in the show.
[48:12.940 --> 48:14.920]  I want to say like episode six.
[48:15.180 --> 48:18.680]  I opened is very early episode around there.
[48:19.140 --> 48:21.800]  Episode six. I opened the show with the outro.
[48:22.240 --> 48:25.180]  Like I did. I was like, well, we're always bad at this,
[48:25.200 --> 48:26.840]  so we might as well just do it at the beginning
[48:26.840 --> 48:29.060]  so we at least have a good outro we could use.
[48:30.340 --> 48:30.980]  Absolutely terrifying.
[48:31.360 --> 48:33.180]  I think that's the first time in the show where I was like,
[48:33.220 --> 48:36.260]  I'm going to do a thing without talking to you guys about it that I don't know.
[48:36.280 --> 48:38.540]  It's just like a funny idea in my head. Did we love it?
[48:38.680 --> 48:42.520]  Yeah, it played well, but it was like I was so nervous in doing that.
[48:42.520 --> 48:43.380]  Like it was just scary.
[48:43.500 --> 48:46.360]  The premise of like holding the ball or like doing a thing
[48:46.360 --> 48:50.400]  that I hadn't already told a bunch of people and knew would work comedically.
[48:50.800 --> 48:53.580]  We've really played with the medium when it comes to intros and outros.
[48:53.820 --> 48:55.180]  Like you did the outro at the beginning.
[48:55.660 --> 49:00.340]  We did the one where you did the intro at the end of the previous episode.
[49:01.020 --> 49:04.880]  We threw the ball. Yeah, I feel like we've really innovated
[49:04.880 --> 49:06.120]  in the intro and outro space.
[49:06.180 --> 49:09.420]  That was one of them where Geoff and I or Geoff's doing the intro
[49:09.420 --> 49:12.180]  and you're trying to stop him saying that there's already an intro
[49:12.180 --> 49:15.440]  for this one because you've done you've done like the legal trial
[49:15.440 --> 49:16.700]  on your own before we arrived.
[49:16.820 --> 49:19.300]  So it's just you arguing with Geoff for like five minutes.
[49:19.540 --> 49:21.980]  Yeah, we've done some great things.
[49:22.240 --> 49:25.500]  I've swayed back and forth on the importance of intros and outros.
[49:25.800 --> 49:27.040]  I feel like we're better at them now.
[49:27.160 --> 49:31.340]  I think so. I feel like it's sort of just a standard intro, standard outro.
[49:31.580 --> 49:32.560]  Eric, you don't think we're better?
[49:32.740 --> 49:35.900]  No, I don't think I don't think there's been any improvement whatsoever.
[49:38.160 --> 49:41.060]  That was hard, hard indignation.
[49:41.060 --> 49:44.100]  Yeah, you could go back and listen to the beginning of this podcast
[49:44.100 --> 49:49.240]  and probably feel about the same as what they are now.
[49:49.380 --> 49:52.740]  I don't like you played with the medium.
[49:52.840 --> 49:55.200]  What are you talking about?
[49:55.760 --> 49:56.740]  A little bit non-linear.
[49:57.920 --> 49:59.880]  But how? Of intros and outros?
[50:01.120 --> 50:03.780]  I feel like we've we've done some things that...
[50:03.780 --> 50:06.300]  Like you're trying to start the podcast in media res?
[50:06.400 --> 50:07.840]  Like, what are you talking about?
[50:07.840 --> 50:09.600]  Like what? Played with the...
[50:09.600 --> 50:13.200]  We've done great things and innovated out of control.
[50:13.640 --> 50:14.340]  This is outrageous.
[50:14.500 --> 50:16.920]  I think we got some of the most advanced intros.
[50:18.500 --> 50:24.120]  No, we've not got bog standard intros.
[50:24.360 --> 50:25.440]  Mainly thanks to Andrew.
[50:25.640 --> 50:26.500]  I think that's undeniable.
[50:27.040 --> 50:27.980]  That would be the issue.
[50:29.180 --> 50:32.280]  Right. What you said and what I said are the same thing.
[50:34.240 --> 50:34.960]  Oh, yeah.
[50:35.220 --> 50:36.500]  Oh, you guys moved quite a bit.
[50:36.500 --> 50:37.920]  I don't fight the intro anymore.
[50:38.280 --> 50:39.380]  I no longer do that.
[50:39.720 --> 50:42.680]  There's a period of time which I thought the intro was completely unnecessary.
[50:43.200 --> 50:46.440]  Why? Well, OK, I think with this show specifically,
[50:46.960 --> 50:49.660]  you have zero context for anything that ever happens.
[50:49.780 --> 50:51.140]  Like we don't we don't set up.
[50:51.260 --> 50:52.980]  It's not like a singular...
[50:52.980 --> 50:54.180]  Are we in season one again?
[50:54.360 --> 50:56.920]  Is it possible to go from season four to season one?
[50:57.740 --> 51:00.480]  Then we'll be really playing with a medium of seasons.
[51:01.320 --> 51:02.200]  We're regressing.
[51:02.620 --> 51:04.360]  Oh, yeah. Oh, my God.
[51:04.360 --> 51:06.560]  Eric, did you fix the site, by the way, to display?
[51:06.880 --> 51:08.680]  Oh, yeah. Fucking right.
[51:09.060 --> 51:11.660]  I do. Do you like the amount of work?
[51:11.840 --> 51:13.180]  Oh, this is insane.
[51:13.260 --> 51:15.160]  We got to do is just file them into different seasons.
[51:15.420 --> 51:19.360]  We should just pay a kid to fix the whole thing in like 72 hours.
[51:19.460 --> 51:20.160]  Like, I'll do it.
[51:20.240 --> 51:24.140]  Give me give me permission to organize space into seasons on our site.
[51:24.180 --> 51:25.340]  And I'll do it. Yeah, go for it.
[51:25.420 --> 51:26.640]  You got it. OK, permission.
[51:26.720 --> 51:27.640]  Hey, permission granted.
[51:27.640 --> 51:29.120]  I don't mean verbal permission.
[51:29.240 --> 51:30.560]  I did this for us.
[51:31.120 --> 51:31.480]  Congratulations.
[51:31.480 --> 51:36.180]  You're a literal site eligible to go on and fix some stuff.
[51:36.280 --> 51:36.900]  Go nuts, buddy.
[51:37.700 --> 51:38.640]  God bless.
[51:38.920 --> 51:42.920]  It's like it's like giving a child a toy car wheel and telling him he's driving.
[51:43.100 --> 51:43.720]  Is what just happened?
[51:44.900 --> 51:46.760]  Go have fun and do some laps.
[51:47.420 --> 51:48.460]  I'll be here.
[51:49.500 --> 51:51.500]  He gave me verbal permission.
[51:51.960 --> 51:52.500]  Thanks, Eric.
[51:54.680 --> 51:58.820]  God damn. Hey, by the way, Andrew, we haven't talked about it, but how?
[51:59.260 --> 52:00.600]  I hope time to give the dog his pill.
[52:01.460 --> 52:04.700]  Uh, how are you enjoying this season of Survivor?
[52:04.780 --> 52:05.940]  I keep meaning to ask you.
[52:06.160 --> 52:07.960]  Yeah, it's been great.
[52:08.080 --> 52:11.260]  I think overall, like a few hit or miss episodes.
[52:11.580 --> 52:14.640]  But I think generally speaking, it's been a really good season.
[52:14.880 --> 52:17.100]  It's a huge improvement on season 41.
[52:17.300 --> 52:20.480]  I feel like they took every new mechanic and tweaked it and improved it.
[52:20.740 --> 52:22.960]  Well, they filmed them both at the same time.
[52:23.020 --> 52:25.060]  So like, I think like it has.
[52:25.280 --> 52:26.300]  Yeah, like the cat.
[52:26.480 --> 52:27.340]  I don't understand.
[52:27.340 --> 52:29.280]  So they have the shot in the dark mechanic.
[52:29.580 --> 52:32.560]  And one of the more recent episodes, Geoff Probst is like,
[52:32.660 --> 52:36.020]  we've changed it from a one and six to a two and twelve.
[52:36.260 --> 52:37.140]  And I was like, well, it's the point.
[52:37.280 --> 52:38.600]  I don't understand why you've done. Yeah.
[52:38.860 --> 52:40.060]  I didn't quite the same odds either.
[52:40.260 --> 52:42.180]  And I don't I don't get why they they flipped that.
[52:42.240 --> 52:44.540]  What I'm excited about. Take it back to where we started.
[52:45.000 --> 52:48.440]  They are now like CBS is doing a version of the challenge
[52:48.440 --> 52:52.420]  that is like a team of Survivor contestants, a team of Big Brother,
[52:52.820 --> 52:53.920]  a team of the challenge.
[52:53.920 --> 52:57.300]  Like it's a show where it's like different groups, like clearly defined.
[52:58.020 --> 53:01.020]  Jonathan, who's on this season of Survivor, is 100 percent
[53:01.020 --> 53:01.920]  going to be on the challenge.
[53:02.020 --> 53:03.240]  And I cannot wait to see that.
[53:03.560 --> 53:04.980]  You'll be so great on that show.
[53:05.380 --> 53:07.200]  It's just it's like such a perfect fit for him.
[53:07.240 --> 53:08.140]  I don't know why he wouldn't.
[53:08.240 --> 53:09.580]  And I don't know why they wouldn't ask him.
[53:09.700 --> 53:11.000]  The guy's a beast.
[53:11.240 --> 53:12.320]  Are you watching the season, Gav?
[53:12.340 --> 53:13.460]  Are you finally catching up? Yeah.
[53:13.580 --> 53:17.220]  And I'm pretty sure that he said that because there's two tribes before, isn't it?
[53:17.440 --> 53:20.080]  So they would have had to have been the one in six chance.
[53:20.360 --> 53:21.360]  But now everyone's merged.
[53:21.380 --> 53:22.260]  So it's like a two in.
[53:22.260 --> 53:24.960]  He's saying the odds are the same, but there's there's more.
[53:25.260 --> 53:28.060]  Yeah, I guess we've never seen a scenario where like five people have attempted
[53:28.060 --> 53:29.580]  to shot in the dark at the same time.
[53:29.680 --> 53:33.320]  Yeah, he's got to be the most physically dominant
[53:34.760 --> 53:36.200]  contestant in the history of Survivor, right?
[53:36.280 --> 53:38.300]  I mean, like Ozzy was really good.
[53:38.580 --> 53:41.400]  He does entire tribe challenges on his own.
[53:41.460 --> 53:42.700]  He was like throwing people.
[53:42.880 --> 53:44.860]  Yeah, he just does everything himself and wins.
[53:45.000 --> 53:46.000]  It's like everyone else is irrelevant.
[53:46.300 --> 53:49.780]  He did that one challenge in the water where they just had to shut the challenge
[53:49.780 --> 53:53.020]  down. He was like he did it by himself and then everybody else would drown.
[53:53.060 --> 53:56.180]  Yeah. And then there was that one just recently where the other team
[53:56.180 --> 53:59.140]  had like four balls in the hoop and his team had none.
[53:59.280 --> 54:02.420]  So he just climbed out of the water and threw five balls in and it was over.
[54:02.680 --> 54:05.100]  That episode where he and Mike are like having that.
[54:05.160 --> 54:06.840]  I don't know. I feel like maybe we even talked about this already.
[54:07.000 --> 54:10.960]  But having that conversation, they're bonding over how hard it is to have muscles.
