[00:05.180 --> 00:06.480]  Previously on F*** Face.
[44:36.210 --> 44:39.970]  I'm not sure what it's like to play an FPS purely blind.
[44:39.970 --> 44:44.070]  I know there are things in games like Punch-Out.
[44:44.490 --> 44:49.410]  Punch-Out has a really big blind speedrunning community which is fucking crazy to watch.
[44:49.790 --> 44:53.210]  It's really interesting to see people just knowing how to move based on sound.
[44:53.710 --> 44:59.710]  Yeah, I watched a whole Super Mario 64 speedrun that was blindfolded and it was utterly insane.
[44:59.870 --> 45:04.550]  Like running into walls to line up against other jumps and stuff. It's pretty mental stuff.
[45:04.950 --> 45:05.350]  It's very interesting.
[45:05.370 --> 45:08.350]  It's incredible. Yeah, what people can pull off.
[45:08.370 --> 45:09.230]  Like lots of sound cues.
[45:09.230 --> 45:12.670]  People are capable of so much more than we'll ever achieve.
[45:13.430 --> 45:16.230]  Oh, absolutely. Yeah, undeniable.
[45:17.010 --> 45:19.250]  It's impressive. Everybody but us is really impressive.
[45:21.930 --> 45:23.350]  I saw Andrew's beard.
[45:23.870 --> 45:24.930]  Oh shit, how was it?
[45:25.350 --> 45:26.670]  It's actually a really good beard.
[45:26.890 --> 45:27.790]  Yeah, he wasn't lying about that.
[45:28.090 --> 45:29.650]  Oh man, I want to see his beard.
[45:29.910 --> 45:30.210]  Decent.
[45:30.830 --> 45:33.470]  I could text you because we both...
[45:34.130 --> 45:37.410]  We were just texting each other pictures of our blindfolds.
[45:37.410 --> 45:39.410]  So I basically saw his chin.
[45:41.990 --> 45:45.650]  And then I realized it's the first time I've seen Andrew since we started F***face.
[45:47.490 --> 45:48.530]  It was so weird.
[45:49.070 --> 45:49.770]  It is strange.
[45:50.010 --> 45:57.150]  I don't think I've seen you guys since 2018 or 19 at this point, which is hard to believe.
[45:57.350 --> 45:59.710]  Hard to wrap the brain around.
[46:00.230 --> 46:02.670]  But that will end soon with November.
[46:03.170 --> 46:04.230]  Are you going to stop talking to us?
[46:04.690 --> 46:06.110]  No. No, November.
[46:07.230 --> 46:08.490]  In November, apparently.
[46:08.630 --> 46:11.850]  Yeah, there's a bunch of side bets on whether you're going to show up or not.
[46:12.230 --> 46:13.890]  Oh, I know. I have written them down.
[46:14.110 --> 46:15.370]  I'm keeping a list.
[46:15.730 --> 46:16.930]  I'm aware of what's going on.
[46:17.030 --> 46:18.310]  Jack is going to owe me $20.
[46:19.610 --> 46:20.870]  You know what I'm going to do with that $20?
[46:21.150 --> 46:23.930]  I'm going to invest it in a wonderful anal passage shirt.
[46:24.010 --> 46:25.090]  One of my favorite shirts.
[46:25.310 --> 46:25.950]  Great product.
[46:26.750 --> 46:27.850]  From Jack directly.
[46:28.850 --> 46:29.970]  I can't wait for Vegas.
[46:31.810 --> 46:32.930]  I was bringing this up.
[46:32.990 --> 46:34.750]  I'd love to hear your take on this.
[46:34.750 --> 46:38.010]  Because you're way more of a music guy, Geoff, than I am.
[46:38.330 --> 46:39.270]  Same with you, Eric.
[46:39.330 --> 46:41.270]  I feel like you know quite a bit about music.
[46:41.530 --> 46:46.170]  Is every song that has a spelling sequence in it a banger?
[46:47.850 --> 46:50.090]  I was listening to Respect.
[46:50.870 --> 46:52.750]  And I was like, this is a great fucking song.
[46:52.910 --> 46:54.970]  Everyone loves the part where you spell out respect.
[46:55.810 --> 47:01.190]  And then I started thinking about every song I could think of that has a sequence in it in which they spell something.
[47:01.330 --> 47:02.810]  It's fucking great.
[47:02.810 --> 47:04.350]  I love all those songs.
[47:04.430 --> 47:04.990]  Give me another one.
[47:05.050 --> 47:05.590]  What's another option?
[47:06.150 --> 47:06.590]  Bananas.
[47:06.870 --> 47:08.730]  B-A-N-A-N-A-S.
[47:08.910 --> 47:10.070]  This shit is bananas.
[47:10.330 --> 47:11.310]  B-A-N-A-N-A-S.
[47:11.350 --> 47:11.810]  Yeah, yeah, yeah.
[47:12.470 --> 47:13.170]  This isn't...
[47:13.170 --> 47:14.150]  Well, those are the only two.
[47:14.490 --> 47:14.950]  Well, no.
[47:15.050 --> 47:15.450]  There's way more.
[47:16.850 --> 47:19.490]  This isn't a word, but S-O-S by Rihanna.
[47:19.790 --> 47:20.890]  S-O-S.
[47:21.270 --> 47:21.930]  Fucking banger.
[47:23.170 --> 47:24.470]  Glamorous by Fergie.
[47:24.790 --> 47:25.230]  Banger.
[47:25.590 --> 47:25.890]  Yeah.
[47:26.390 --> 47:30.490]  It makes you wonder if other songs that don't do it would be just as popular today.
[47:30.490 --> 47:32.490]  Like, uh...
[47:34.210 --> 47:38.230]  Like, drove my Chevy to the levee, but the levee was D-R-Y.
[47:41.970 --> 47:45.490]  I feel like that would be an example of it removing...
[47:46.410 --> 47:47.910]  Yeah, that wouldn't be satisfying.
[47:48.970 --> 47:51.130]  Does YMCA count? Or do acronyms...
[47:51.130 --> 47:51.830]  Yeah, I don't...
[47:51.830 --> 47:52.070]  You have to spell it.
[47:52.190 --> 47:54.930]  I feel like that's still a spelling sequence.
[47:55.150 --> 47:55.730]  Yeah, that counts.
[47:55.730 --> 47:56.910]  It's not a word, but I think it counts.
[47:56.910 --> 47:57.310]  Totally counts.
[47:57.650 --> 47:58.550]  YMCA's a great one.
[47:59.270 --> 48:04.710]  I'm sure there are ones that exist that are bad, but like, every one I could think of, I was like, that's a great fucking song.
[48:05.330 --> 48:06.110]  It's a weird coincidence.
[48:07.090 --> 48:08.830]  Saturday Night by Bay City Rollers is a great one.
[48:09.030 --> 48:11.150]  S-A-T-U-R-D-A-Y.
[48:12.470 --> 48:13.730]  Great. Fantastic song.
[48:14.150 --> 48:16.150]  What a fucking song that is.
[48:16.330 --> 48:20.550]  I want to start a new segment on F*** Face where we just listen to Andrew excitedly sing songs.
[48:21.130 --> 48:21.550]  Can we talk...
[48:22.990 --> 48:24.330]  Do you have any other ones?
[48:24.590 --> 48:25.810]  Is there any song you can think of?
[48:25.810 --> 48:30.910]  I was really enjoying Saturday Night by the Bay City Rollers.
[48:31.650 --> 48:34.010]  I can't think of any other spell songs.
[48:34.550 --> 48:39.730]  Although, I bet the regulation listeners and comment leavers can think of tons.
[48:40.430 --> 48:42.590]  I'm sure there's tons, yeah, that we're just not aware of.
[48:42.890 --> 48:44.350]  Literally, every one I could think of.
[48:44.390 --> 48:46.330]  I couldn't think of one where I was like, I don't really like that song.
[48:46.790 --> 48:47.350]  They're all great.
[48:47.910 --> 48:50.010]  I feel like I've heard D-O-double-G spelled a few times.
[48:50.410 --> 48:52.190]  Absolutely, and that's always great.
[48:52.890 --> 48:54.310]  That's never bad.
[48:54.490 --> 48:55.350]  That's always a banger.
[48:55.350 --> 49:00.630]  But speaking of segments that we do, we f***ed up last episode.
[49:01.490 --> 49:02.350]  We're idiots.
[49:03.210 --> 49:07.850]  We did not make any guesses as to who the previously on voice is.
[49:08.710 --> 49:12.550]  I know Eric has compiled a document for you guys.
[49:12.810 --> 49:14.510]  He's got the information he just posted in the chat.
[49:14.930 --> 49:17.530]  This cannot just endlessly go on.
[49:17.970 --> 49:22.410]  So I'm going to put a little bit of pressure on the two of you because you have information.
[49:22.630 --> 49:23.670]  You have research.
[49:23.730 --> 49:25.250]  You have the notes in front of you now.
[49:25.250 --> 49:27.150]  You should be able to solve this.
[49:27.630 --> 49:31.170]  If you are not able to get it, I'll give you three more episodes.
[49:31.450 --> 49:32.390]  Not including this one.
[49:32.630 --> 49:33.070]  Three more.
[49:33.650 --> 49:35.190]  You do not get it within those three.
[49:35.370 --> 49:36.630]  I'm just never going to tell you.
[49:37.010 --> 49:38.190]  Aw, you're a bastard.
[49:38.330 --> 49:39.290]  Why don't you give us another clue?
[49:40.010 --> 49:40.730]  Uh, okay.
[49:41.350 --> 49:41.830]  A clue.
[49:42.210 --> 49:43.630]  Should we quickly read out the guesses?
[49:43.930 --> 49:44.650]  Yeah, yeah.
[49:44.690 --> 49:46.210]  Why don't you go through the guesses?
[49:46.230 --> 49:47.230]  Guesses so far.
[49:48.430 --> 49:48.870]  Nick.
[49:50.070 --> 49:50.810]  Flukeface Geoff.
[49:50.910 --> 49:51.750]  Flukeface Andrew.
[49:51.750 --> 49:54.970]  The Naming Genius slash The Aconeer.
[49:55.230 --> 49:56.910]  The Lawyer from Higher Judge.
[49:57.570 --> 49:59.710]  Peter in brackets Waffle P.
[49:59.950 --> 50:00.450]  Jake.
[50:00.750 --> 50:02.730]  Garfield Kart Furious Racing Champion.
[50:03.290 --> 50:03.730]  Chris.
[50:04.190 --> 50:06.350]  Called at the end of episode 14 and did the outro.
[50:06.530 --> 50:06.870]  Caleb.
[50:06.950 --> 50:07.590]  Drew Saplin.
[50:07.990 --> 50:08.390]  Ian.
[50:08.690 --> 50:09.070]  Trevor.
[50:09.550 --> 50:10.950]  McDonald's Piss Lady.
[50:11.330 --> 50:12.430]  Don Zimmer's Son.
[50:12.770 --> 50:13.750]  Humpty Dumpty.
[50:14.070 --> 50:14.970]  Billy Ripkin.
[50:15.530 --> 50:16.990]  And a Naimo Firefighter.
[50:17.090 --> 50:18.310]  I don't remember half of those.
[50:18.790 --> 50:19.110]  I don't either.
[50:19.110 --> 50:19.810]  Yeah.
[50:20.070 --> 50:22.630]  I feel like you guys must have just like shotgun guesses.
[50:22.990 --> 50:25.570]  I guess we haven't done that many episodes worth of guesses.
[50:26.090 --> 50:30.930]  These are all confirmed guesses across the board including some guesses from listeners
[50:30.930 --> 50:32.530]  that Andrew has...
[50:32.530 --> 50:33.470]  Well, I guess they're commentators.
[50:33.490 --> 50:33.990]  Ah, okay.
[50:34.550 --> 50:37.790]  They've made guesses and Andrew has confirmed it's none of those people.
[50:38.150 --> 50:39.470]  This is even gives you more help.
[50:39.470 --> 50:39.850]  Yeah, yeah.
[50:39.910 --> 50:40.930]  We gave you some here.
[50:42.170 --> 50:43.770]  I'll give you a clue.
[50:45.350 --> 50:46.130]  So what is...
[50:46.130 --> 50:48.410]  I wish I had a list of what you've said so far.
[50:48.410 --> 50:49.930]  I feel like we've gone into...
[50:49.930 --> 50:52.170]  You've asked if they're a public figure and I said no.
[50:52.690 --> 50:54.230]  We have gone into that.
[50:54.770 --> 50:57.210]  I will say that I met them through this show.
[50:57.850 --> 51:00.390]  You met them through the show and it was in season two.
[51:01.130 --> 51:02.190]  Yes, I believe so.
[51:02.230 --> 51:03.930]  I should go back and confirm that.
[51:04.430 --> 51:05.490]  I believe it was season two.
[51:05.810 --> 51:07.190]  Met them through this show.
[51:07.570 --> 51:08.670]  Met them through this...
[51:08.670 --> 51:12.930]  If this show didn't exist, I would have never crossed paths with them.
[51:13.350 --> 51:17.950]  Oh, what about the guy that slacked us?
[51:18.710 --> 51:19.530]  Which guy?
[51:20.170 --> 51:21.000]  That was the guy who...
[51:21.730 --> 51:23.930]  Are you saying is it Greg from accounting?
[51:24.390 --> 51:24.630]  Yeah.
[51:25.530 --> 51:26.390]  Is that your guess?
[51:26.410 --> 51:30.230]  Greg from accounting is an incorrect guess.
[51:30.470 --> 51:32.970]  I wouldn't guess that because it doesn't work here anymore.
[51:33.370 --> 51:34.590]  He switched companies.
[51:35.010 --> 51:35.250]  Oh, really?
[51:35.570 --> 51:35.990]  Yeah.
[51:37.290 --> 51:40.010]  That's why you don't hear from Greg from accounting anymore for like the last year.
[51:40.250 --> 51:40.690]  But that...
[51:40.690 --> 51:41.170]  Okay.
[51:42.830 --> 51:44.290]  Greg not from accounting.
[51:45.630 --> 51:46.730]  Greg from other accounting.
[51:48.370 --> 51:48.870]  Uh...
[51:49.690 --> 51:50.190]  Well...
[51:50.810 --> 51:51.770]  What was that?
[51:52.410 --> 51:54.810]  I'm gonna say I'm going like Jeopardy rules.
[51:54.970 --> 51:56.730]  You need to be correct with the...
[51:57.270 --> 52:01.450]  I'm not implying that that is the correct answer and you just phrased it wrong.
[52:02.470 --> 52:04.530]  You need to be correct as opposed to incorrect?
[52:05.130 --> 52:06.490]  Yeah, it needs to be...
[52:06.490 --> 52:09.190]  You have to have the name of the thing correctly displayed.
[52:09.550 --> 52:10.850]  The name of the thing.
[52:11.230 --> 52:12.110]  Or the person.
[52:14.030 --> 52:15.990]  Why are you phrasing it like a weirdo?
[52:15.990 --> 52:22.950]  Okay, so like if you guessed the director from the Tuxedo, I would not accept that. But if you said Kevin Donovan, I would accept that.
[52:24.590 --> 52:24.990]  Oh...
[52:24.990 --> 52:26.250]  So you may be correct...
[52:26.250 --> 52:29.010]  Wait, why was that not on the guest list? Because we guessed him, didn't we?
[52:29.410 --> 52:29.910]  Yeah, we did.
[52:30.350 --> 52:31.290]  How, uh...
[52:31.290 --> 52:32.210]  That's a shitty list, Eric.
[52:32.650 --> 52:38.870]  Hold on. So is... is it... do we know... do Gavin and I both know this person's name?
[52:39.410 --> 52:40.370]  You're allowed to guess... yes.
[52:40.370 --> 52:43.330]  Or do we have to do... or do we have to do research to find out their name?
[52:43.910 --> 52:47.470]  Yeah, well, yeah. You both know... well, I don't know the answer to that.
[52:47.470 --> 52:49.890]  I think you're saying yeah to a lot of stuff here that's confusing the shit out of me.
[52:50.210 --> 52:52.770]  Yeah, well, I don't... I don't know the answer to that question.
[52:53.030 --> 52:53.510]  You should.
[52:53.790 --> 52:53.930]  Yeah, Geoff.
[52:54.790 --> 52:55.770]  I will say this.
[52:56.870 --> 52:58.490]  Fuck. Well, now I don't know what to do.
[52:58.950 --> 53:00.250]  Eric, can I have a ruling on this?
[53:00.670 --> 53:02.330]  I will consider...
[53:03.630 --> 53:06.010]  What... how... how do I... how do I...
[53:06.010 --> 53:08.490]  You... you... listen. You worked yourself into this corner, buddy.
[53:08.490 --> 53:15.110]  Well, no, I feel... no, I feel like we've talked about this. I feel like under Jeopardy rules, I don't think they've got it right. Would you agree with that?
[53:15.250 --> 53:17.930]  Don't... don't... I don't think we ever talked about Jeopardy rules ever.
[53:17.930 --> 53:23.370]  No, but we've talked about people have made guesses and it's like close but not exactly.
[53:23.870 --> 53:25.190]  What are we... what's the rule about this?
[53:25.190 --> 53:29.170]  Well, surely, if we've said the person and it's that person, we win?
[53:29.690 --> 53:32.390]  But it's not... you haven't technically said the person.
[53:32.390 --> 53:42.390]  This is where... this is where I can't... listen. I need to be not involved in this now because now it's becoming an Andrew thing and I don't have anything to do with it.
[53:42.410 --> 53:43.430]  No, no, no, no, no.
[53:43.590 --> 53:48.090]  You seem like we've not been close in any way. You said that we might have it.
[53:48.790 --> 53:54.210]  I... you are so close but not quite right. But you're... you're so...
[53:54.210 --> 53:55.030]  Oh my God.
[53:55.050 --> 54:01.150]  This is why I'm saying you have to separate me from this because now... because now this is an Andrew thing.
[54:01.150 --> 54:02.410]  I can't be a part of this.
[54:02.550 --> 54:06.870]  How is this an Andrew thing? We've talked about this. We've talked about this. You've agreed with this.
[54:07.010 --> 54:08.610]  I don't want... I don't want anything to do with this now.
[54:08.730 --> 54:09.650]  You've agreed with this offline.
[54:10.270 --> 54:18.830]  No, no, because now he starts talking... now he's... because now he's talking about Jeopardy rules and all this other stuff and I can't... I can't be a part of this anymore.
[54:19.070 --> 54:21.650]  Well, you've agreed already though. That's what I... okay, whatever.
[54:21.650 --> 54:22.750]  Let me ask you this.
[54:23.050 --> 54:23.410]  Okay.
[54:23.890 --> 54:26.130]  When... when we said someone...
[54:26.130 --> 54:26.310]  Yep.
[54:26.730 --> 54:27.610]  ...to you...
[54:27.610 --> 54:27.970]  Yep.
[54:28.350 --> 54:29.170]  ...was that the person?
[54:29.770 --> 54:32.170]  Uhh, in what context? Sorry.
[54:32.510 --> 54:34.630]  IN THE CONTEXT OF THE FUCKING CONTEXT!
[54:34.810 --> 54:36.390]  WHAT DO YOU MEAN, WHAT CONTEXT?!
[54:36.390 --> 54:38.490]  DIDN'T WE GUESS THE FUCKING PERSON?!
[54:38.490 --> 54:40.510]  OH MY GOD, WHAT A STUPID THING TO SAY!
[54:40.770 --> 54:42.450]  Well, I don't know what you mean by that.
[54:42.550 --> 54:43.290]  YOU GUESSED...
[54:44.170 --> 54:44.650]  AHHHHHHH!
[54:47.310 --> 54:47.790]  WHAT?!
[54:47.790 --> 54:49.630]  Calm down. Calm down.
[54:49.950 --> 54:54.590]  You got... I'm gonna... I'm gonna rework what Gavin just asked me and explain it.
[54:55.170 --> 54:55.650]  AHHH!
[54:55.650 --> 55:00.170]  You've gotten the name right, you haven't got...
[55:00.170 --> 55:01.610]  I got the name right?
[55:01.950 --> 55:05.730]  You got the name right, but not their actual role.
[55:06.370 --> 55:10.630]  If they were a character, it would be like if you said
[55:10.630 --> 55:13.170]  Batguy, and you meant Batman.
[55:13.730 --> 55:15.950]  Oh, Greg from...
[55:15.950 --> 55:17.730]  Was he not an accountant?
[55:19.190 --> 55:21.570]  Yeah, there's a specific title.
[55:22.210 --> 55:23.290]  I'm searching Slack.
[55:23.290 --> 55:24.510]  Oh, Greg.
[55:25.430 --> 55:27.230]  There's a lot of Gregs that don't work anymore.
[55:29.910 --> 55:31.730]  Not that one, I know that one.
[55:32.630 --> 55:35.090]  Is it that one? No, that one never talked to me.
[55:35.330 --> 55:35.650]  Hold on.
[55:36.770 --> 55:38.930]  What about this one?
[55:39.550 --> 55:41.070]  No, he's never said a word to me.
[55:43.250 --> 55:43.650]  Greg.
[55:45.070 --> 55:45.850]  Oh, what about that one?
[55:46.370 --> 55:49.430]  You know what, this is pivoted. I feel betrayed by Eric in this moment.
[55:49.670 --> 55:50.890]  I feel like this is a great betrayal.
[55:50.890 --> 55:53.570]  Really, Andrew, at this point, you are so...
[55:53.570 --> 55:55.050]  This is a great betrayal by Eric.
[55:55.050 --> 55:58.310]  You want to talk about being in the deep end of water? You're treading, man.
[55:58.630 --> 56:02.690]  No, I am in a four foot hot tub and I can see the floor.
[56:02.850 --> 56:04.810]  It is clear, I am comfortable.
[56:05.550 --> 56:07.050]  I mean, I know the dudes...
[56:07.630 --> 56:08.970]  Greg from Finance and Strategy!
[56:09.270 --> 56:10.650]  He got it!
[56:11.070 --> 56:12.330]  Yeah, we got it. Greg in Finance.
[56:12.910 --> 56:17.450]  Oh God, you are a real pedantic stickler bastard.
[56:18.270 --> 56:21.950]  That was the guy you should have just said yes when I guessed Greg.
[56:22.070 --> 56:23.630]  No, you said Greg from Accounting.
[56:24.170 --> 56:26.930]  I didn't even say Greg. I said that guy who slacked us.
[56:27.030 --> 56:28.710]  You're the one who filled it in to Greg.
[56:29.250 --> 56:32.010]  Accounting and financing is the same fucking thing, dude.
[56:32.170 --> 56:33.490]  It's the same department in the company.
[56:34.250 --> 56:35.490]  It's a different nickname.
[56:36.310 --> 56:39.290]  See, this is why I couldn't be a part of it anymore.
[56:39.450 --> 56:40.410]  Because I knew you got it.
[56:40.750 --> 56:42.450]  Now it's too...
[56:43.030 --> 56:43.790]  No, no, no, no, no.
[56:43.790 --> 56:47.370]  No, it's not. Let me fucking go into our Slack chat.
[56:47.450 --> 56:48.790]  Because Eric and I have talked about it.
[56:48.790 --> 56:51.410]  I'm like, so many people have been so close, but not exact.
[56:51.530 --> 56:52.590]  And you're like, yeah, it's crazy.
[56:52.970 --> 56:53.990]  Everyone's so close.
[56:57.490 --> 57:00.650]  I would send the guesses to Greg that guessed him.
[57:00.770 --> 57:02.350]  And then he would downvote them.
[57:06.230 --> 57:08.090]  Jesus Christ. Well, how's Greg doing?
[57:08.630 --> 57:11.190]  I didn't know he didn't work at the company anymore.
[57:11.190 --> 57:13.970]  I thought they were having an issue with payroll or something.
[57:14.670 --> 57:15.310]  Go in.
[57:16.070 --> 57:17.950]  It's like, oh, you're in accounting? No, I'm in finance.
[57:18.150 --> 57:18.990]  And you're like, okay, bye.
[57:22.530 --> 57:24.530]  I agree. Sorry, I'm not Greg from payroll.
[57:24.750 --> 57:25.510]  I'm Greg from accounting.
[57:25.930 --> 57:27.810]  What do you guys do here in accounting?
[57:28.010 --> 57:28.790]  We handle payroll.
[57:29.630 --> 57:33.110]  Oh, jeez. This is why I couldn't get on board with this.
[57:33.290 --> 57:35.550]  As soon as you said Greg, I'm like, yeah, they got it.
[57:35.790 --> 57:36.850]  If I...
[57:37.430 --> 57:38.110]  Jeopardy rules.
[57:38.670 --> 57:41.390]  He wanted it to last three more episodes.
[57:41.510 --> 57:42.310]  Yeah, no kidding.
[57:42.810 --> 57:45.950]  Imagine trying to guess Greg again at that point.
[57:46.270 --> 57:48.650]  Would you have ever come back to that?
[57:48.850 --> 57:48.970]  Never.
[57:49.530 --> 57:52.150]  No. Time out.
[57:52.610 --> 57:53.150]  Time out.
[57:53.570 --> 57:56.370]  If I put a poster of fucking Superman on the wall,
[57:56.570 --> 57:57.990]  and I say who's that character,
[57:58.130 --> 57:59.430]  and you say Superguy,
[57:59.650 --> 58:00.970]  that's not correct.
[58:01.350 --> 58:02.670]  That is an incorrect guess.
[58:02.830 --> 58:05.350]  If I had to pick him out of a lineup,
[58:05.350 --> 58:07.130]  and you said Superguy,
[58:07.210 --> 58:08.930]  I'd probably think you were talking about Superman.
[58:09.170 --> 58:10.890]  If he was stood next to the blob.
[58:10.890 --> 58:12.130]  But you're making me do the leap.
[58:13.010 --> 58:14.730]  That's not a correct guess.
[58:15.390 --> 58:16.450]  That's a correct guess.
[58:16.970 --> 58:18.070]  Hey, Geoff. Yeah.
[58:18.610 --> 58:19.410]  Was this worth it?
[58:19.710 --> 58:22.930]  No. Greg in financing and Greg in accounting are the same person.
[58:23.330 --> 58:24.870]  We know that.
[58:25.350 --> 58:26.650]  We know who that...
[58:26.650 --> 58:29.370]  It's the only person who filled that role
[58:29.370 --> 58:31.130]  with the name Greg in this company.
[58:31.610 --> 58:33.350]  You are arguing...
[58:33.350 --> 58:34.630]  You are being pedantic right now,
[58:34.690 --> 58:36.170]  and you are arguing semantics.
[58:36.550 --> 58:39.310]  What a move to say no.
[58:40.610 --> 58:40.750]  Clearly, clearly,
[58:40.750 --> 58:41.990]  you guessed the right person.
[58:42.550 --> 58:45.490]  Andrew, I wish there was something...
[58:45.490 --> 58:47.290]  I wish we had a verb
[58:47.290 --> 58:49.580]  that was stronger than salad cream.
[58:50.350 --> 58:51.690]  Like, I wish there was
[58:51.690 --> 58:53.410]  something above salad cream
[58:53.410 --> 58:54.910]  for what you've just done.
[58:55.310 --> 58:57.290]  Not only to Gavin, not only to I,
[58:57.470 --> 58:59.350]  but to the entire community.
[58:59.890 --> 59:00.730]  First of all,
[59:00.730 --> 59:03.170]  you're the biggest technicality guy
[59:03.170 --> 59:04.870]  I know. You're always googling
[59:04.870 --> 59:07.110]  the fucking dictionary whenever anything comes up.
[59:07.290 --> 59:09.050]  I don't want to hear semantics by you,
[59:09.350 --> 59:10.870]  the dictionary fucking kid.
[59:11.250 --> 59:12.170]  I don't want to hear it.
[59:12.430 --> 59:14.850]  Second of all, there was a long pause.
[59:14.950 --> 59:16.010]  If you listen to the tape,
[59:16.250 --> 59:18.270]  I was in a real pickle in that moment.
[59:18.470 --> 59:19.390]  I didn't know what to say.
[59:20.210 --> 59:22.870]  And you went the wrong way.
[59:23.050 --> 59:24.770]  Well, I feel like after
[59:25.490 --> 59:26.450]  six episodes,
[59:26.930 --> 59:29.130]  if you guess super guy for super man,
[59:29.130 --> 59:31.010]  that's kind of, like, that's not great.
[59:31.210 --> 59:33.270]  So then I guided, because I didn't feel bad.
[59:33.270 --> 59:33.810]  We said his name.
[59:34.730 --> 59:37.430]  But you got it wrong. That's not his title.
[59:37.630 --> 59:38.730]  It's not his character name.
[59:38.870 --> 59:41.150]  He's Greg in finance. He's the character Greg
[59:41.150 --> 59:42.970]  in accounting. He's not the same as Greg in finance.
[59:43.150 --> 59:44.390]  I understand he's in the same profession.
[59:44.810 --> 59:47.430]  It's not the same in the context of what the name is.
[59:48.330 --> 59:49.710]  I, oh my god.
[59:50.310 --> 59:51.070]  You're right, though.
[59:51.110 --> 59:52.810]  You won. Congratulations!
[59:53.330 --> 59:53.890]  Yeah, yeah, yeah.
[59:55.650 --> 59:57.290]  Apparently, on this list,
[59:57.290 --> 59:58.770]  someone guessed Humpty Dumpty.
[59:58.870 --> 01:00:01.170]  That's like guessing Humpty Dumpty, but not
[01:00:01.170 --> 01:00:03.150]  specifying the egg from the wall.
[01:00:03.290 --> 01:00:05.370]  No! He's like, no, technically
[01:00:05.370 --> 01:00:06.930]  his name is Sir Humpty Dumpty.
[01:00:07.310 --> 01:00:09.470]  He was knighted, so you don't have the full title.
[01:00:10.070 --> 01:00:11.350]  I had to distance myself
[01:00:11.350 --> 01:00:13.450]  as soon as he said, if you were to guess
[01:00:13.450 --> 01:00:15.070]  the director of the tuxedo,
[01:00:15.190 --> 01:00:17.050]  but didn't guess him by name, I'm like,
[01:00:17.110 --> 01:00:18.790]  that's the craziest. No!
[01:00:19.210 --> 01:00:20.150]  That's, like, so nuts.
[01:00:21.170 --> 01:00:22.130]  Jeopardy rules!
[01:00:23.070 --> 01:00:25.570]  You gotta specify that at the beginning, you fool!
[01:00:25.570 --> 01:00:27.730]  Why do I have to specify that at the beginning?
[01:00:28.270 --> 01:00:29.790]  You don't! You don't create
[01:00:29.790 --> 01:00:31.390]  the rule set on week seven
[01:00:31.390 --> 01:00:32.890]  of the fucking contest, dude!
[01:00:33.350 --> 01:00:35.610]  No, to be fair to me, I didn't feel the rules were
[01:00:35.610 --> 01:00:37.450]  important when you kept making the same fucking
[01:00:37.450 --> 01:00:38.910]  guess three weeks in a row!
[01:00:39.090 --> 01:00:40.450]  The rules didn't seem vital!
[01:00:40.770 --> 01:00:43.230]  Was Caleb, if it was him, would we have had to have guessed
[01:00:43.230 --> 01:00:45.270]  Caleb, a little screen-looking bastard?
[01:00:45.510 --> 01:00:46.570]  Like, what are we supposed to do?
[01:00:46.710 --> 01:00:49.950]  No, no, Caleb is fine. Caleb is no...
[01:00:49.950 --> 01:00:51.570]  Reagan Finance is a
[01:00:51.570 --> 01:00:53.330]  specifically known character.
[01:00:55.630 --> 01:00:57.930]  Oh, man, the return of Greg and Finance.
[01:00:58.110 --> 01:00:59.630]  What an awesome way to end
[01:00:59.630 --> 01:01:01.190]  this episode. Thank you
[01:01:01.190 --> 01:01:03.650]  for sticking with us and listening to
[01:01:03.650 --> 01:01:05.790]  another episode of the F*** Face Podcast.
[01:01:06.210 --> 01:01:07.570]  If you made it this far, you
[01:01:07.570 --> 01:01:09.350]  got hard, hard,
[01:01:09.630 --> 01:01:11.590]  hard fucked by Andrew. So did we!
[01:01:12.070 --> 01:01:13.630]  Go ahead and leave us a review
[01:01:13.630 --> 01:01:15.670]  if you don't mind. I hope you don't knock
[01:01:15.670 --> 01:01:16.990]  a star off because of that.
[01:01:18.010 --> 01:01:19.690]  I assume it was all in good fun.
[01:01:19.770 --> 01:01:21.350]  Or he's a fucking lunatic. I don't know.
[01:01:21.750 --> 01:01:22.550]  See you next time!
[01:01:25.730 --> 01:01:27.650]  Hey guys, regular fan Jack here
[01:01:27.650 --> 01:01:29.930]  with a look at next week's episode of F*** Face.
[01:01:30.170 --> 01:01:31.910]  The candy will kill them all.
[01:01:32.170 --> 01:01:33.630]  Gavin has issues with his hose.
[01:01:34.010 --> 01:01:35.010]  That's too much neck.
[01:01:35.390 --> 01:01:37.610]  Geoff has swan problems. Don't jump off
[01:01:37.610 --> 01:01:39.630]  bridges. There's a bonus bit on the logo.
[01:01:40.130 --> 01:01:41.750]  It's time for jet ski season.
[01:01:42.170 --> 01:01:43.430]  And once again, Andrew
[01:01:43.430 --> 01:01:45.550]  does not eat the pencil. All that and
[01:01:45.550 --> 01:01:47.590]  more on next week's episode of F*** Face.
