[00:09.760 --> 00:10.680]  I
[34:26.400 --> 34:28.340]  Like a horror movie.
[34:29.160 --> 34:30.160]  Like what Chet...
[34:30.160 --> 34:32.980]  Do you remember Bill Pullman?
[34:34.860 --> 34:36.900]  Yeah, Bill Pullman in Weird Science.
[34:37.340 --> 34:41.360]  When she turns him into like a big blob of...
[34:41.360 --> 34:42.700]  Essentially like a big zit.
[34:42.980 --> 34:44.660]  That's what my whole fucking body looked like.
[34:45.060 --> 34:46.980]  And so that's the worst night of sleep of my life.
[34:46.980 --> 34:47.960]  Sleeping on the Panama Canal.
[34:48.820 --> 34:50.020]  Being terrified of monkeys.
[34:50.420 --> 34:52.420]  And getting malaria six or seven times.
[34:53.680 --> 34:54.540]  Yeah, that's what I look like.
[34:54.600 --> 34:55.580]  That's what I look like right there.
[34:56.080 --> 34:57.200]  What? Dog shit night of sleep?
[34:57.600 --> 34:58.140]  That's terrible.
[35:03.040 --> 35:05.240]  This show is sponsored by BetterHelp.
[35:05.760 --> 35:08.420]  There are so many times where...
[35:08.420 --> 35:10.940]  Doing something that would be good for me.
[35:11.020 --> 35:12.360]  Whether it be sleep or...
[35:12.980 --> 35:14.180]  Eating something, whatever.
[35:14.520 --> 35:15.620]  Could be all sorts of things.
[35:16.260 --> 35:18.580]  Is good but not always the easiest to pick.
[35:18.580 --> 35:21.500]  I mean, do you ever feel like your brain is getting in its own way?
[35:21.580 --> 35:23.080]  I know for me, with sleep.
[35:23.480 --> 35:24.820]  That happens all the time.
[35:25.000 --> 35:27.520]  Where it would be like, oh, I really need to get up early.
[35:27.720 --> 35:28.780]  Or whatever the next day.
[35:29.100 --> 35:30.400]  And it just won't happen.
[35:30.860 --> 35:32.460]  My mind will constantly be racing.
[35:32.620 --> 35:34.200]  I'll be having all sorts of different thoughts.
[35:34.440 --> 35:36.100]  It's really frustrating.
[35:36.480 --> 35:38.120]  Something that I've gotten better with over time.
[35:38.760 --> 35:41.340]  It feels like, I don't know if it's an anxiety thing.
[35:41.440 --> 35:43.360]  But whenever there's something like that.
[35:43.440 --> 35:44.760]  Where I have to...
[35:45.260 --> 35:47.580]  Do something for the betterment of myself.
[35:47.580 --> 35:50.260]  I sabotage in some ways.
[35:51.060 --> 35:52.060]  Like, you know what you should do.
[35:52.100 --> 35:52.640]  What's good for you.
[35:52.680 --> 35:53.680]  But you just can't do it.
[35:53.980 --> 35:56.000]  Therapy helps you figure out what's holding you back.
[35:56.160 --> 35:58.960]  So you can work for yourself instead of against yourself.
[35:59.740 --> 36:01.500]  Therapy is something that has helped me.
[36:01.600 --> 36:02.560]  As I say every time.
[36:02.620 --> 36:03.840]  Because it's true in so many ways.
[36:03.940 --> 36:05.740]  It's still something that helps.
[36:06.740 --> 36:08.520]  Really has led to me to discover.
[36:09.280 --> 36:11.760]  Not just things that I'm struggling with.
[36:12.040 --> 36:12.960]  That I knew about.
[36:13.040 --> 36:14.380]  But also things I didn't know about.
[36:14.380 --> 36:16.900]  And ways to kind of approach those things.
[36:18.260 --> 36:19.960]  And has just helped me.
[36:20.320 --> 36:21.360]  Deal with issues.
[36:21.540 --> 36:24.060]  In ways that I would have never naturally come to.
[36:24.480 --> 36:26.580]  Or even viewed in the right lens.
[36:27.000 --> 36:30.080]  I think it's an amazing process to go through.
[36:30.180 --> 36:31.360]  So I'd recommend anyone do it.
[36:31.900 --> 36:33.580]  If you're thinking of starting therapy.
[36:33.760 --> 36:34.660]  Give BetterHelp a try.
[36:35.100 --> 36:36.260]  It's entirely online.
[36:36.380 --> 36:37.480]  Designed to be convenient.
[36:37.680 --> 36:39.200]  Flexible and suited to your schedule.
[36:39.700 --> 36:41.020]  Just fill out a brief questionnaire.
[36:41.300 --> 36:42.780]  To get matched with a licensed therapist.
[36:42.780 --> 36:44.920]  And switch therapists anytime.
[36:45.160 --> 36:46.260]  For no additional charge.
[36:46.940 --> 36:48.080]  Make your brain your friend.
[36:48.260 --> 36:48.920]  With BetterHelp.
[36:49.220 --> 36:51.500]  Visit BetterHelp.com slash face today.
[36:51.620 --> 36:53.160]  To get 10% off your first month.
[36:53.460 --> 36:57.740]  That's BetterHelp.com slash face.
[36:58.360 --> 37:00.740]  This ad is brought to you by HelloFresh.
[37:01.160 --> 37:02.540]  America's number one meal kit.
[37:03.260 --> 37:04.760]  A crazy schedule can make it easy.
[37:04.780 --> 37:07.080]  To fall back into your dinner time recipe rut.
[37:07.500 --> 37:08.860]  Keep meal time exciting.
[37:08.860 --> 37:10.800]  With over 40 recipes to choose from.
[37:10.800 --> 37:11.920]  Every week.
[37:12.260 --> 37:14.360]  So there's always something delicious to discover.
[37:14.360 --> 37:15.220]  With HelloFresh.
[37:15.780 --> 37:17.420]  With so many in-season ingredients.
[37:17.780 --> 37:19.580]  You'll taste all the freshness of fall.
[37:19.680 --> 37:21.380]  In every bite of HelloFresh's.
[37:21.640 --> 37:23.060]  Chef crafted recipes.
[37:23.580 --> 37:25.680]  Produce travels from the farm to your door.
[37:26.040 --> 37:27.760]  For peak ripeness you can taste.
[37:28.440 --> 37:29.780]  HelloFresh does all the shopping.
[37:29.940 --> 37:30.820]  And meal planning for you.
[37:31.280 --> 37:33.020]  Ingredients arrive at your doorstep.
[37:33.140 --> 37:34.640]  Pre-portioned and ready to cook.
[37:34.980 --> 37:37.360]  Along with pictured step-by-step recipe cards.
[37:37.360 --> 37:39.100]  How easy is that?
[37:39.340 --> 37:40.360]  It's incredibly easy.
[37:40.780 --> 37:42.140]  One of the reasons I love HelloFresh.
[37:42.420 --> 37:45.740]  Is regardless of your experience or skill level cooking.
[37:45.880 --> 37:46.980]  It's very approachable.
[37:47.440 --> 37:49.320]  It's so easy to process everything.
[37:49.580 --> 37:51.260]  They've organized it so well.
[37:51.600 --> 37:52.600]  The box is fun.
[37:52.700 --> 37:53.920]  The food is always delicious.
[37:54.360 --> 37:56.440]  I would highly recommend HelloFresh to anyone.
[37:56.660 --> 37:58.760]  It's just a fantastic service.
[37:59.240 --> 38:00.000]  It's a great product.
[38:00.380 --> 38:01.440]  Whatever you want to call it.
[38:01.580 --> 38:02.280]  It's wonderful.
[38:02.280 --> 38:03.820]  So if you want to try it.
[38:03.920 --> 38:06.400]  Go to HelloFresh.com slash 50 face.
[38:06.660 --> 38:08.380]  And use code 50 face.
[38:08.600 --> 38:09.880]  For 50% off.
[38:10.040 --> 38:10.900]  Plus free shipping.
[38:11.420 --> 38:14.320]  That's HelloFresh.com slash 50 face.
[38:14.780 --> 38:16.220]  And use code 50 face.
[38:16.480 --> 38:17.640]  For 50% off.
[38:17.960 --> 38:18.760]  Plus free shipping.
[38:20.640 --> 38:21.640]  How about you guys?
[38:21.660 --> 38:22.560]  You guys have a bad night of sleep?
[38:23.960 --> 38:24.960]  Mine's not very funny.
[38:25.360 --> 38:28.360]  Yeah, definitely nothing close to that.
[38:28.540 --> 38:29.420]  Yeah, nothing.
[38:29.420 --> 38:30.560]  Nothing remotely.
[38:31.600 --> 38:32.700]  Andrew, you sound good now.
[38:33.000 --> 38:33.620]  I sound good?
[38:34.360 --> 38:37.400]  You should have heard me yell when I went to message Nick.
[38:37.580 --> 38:39.800]  To help me with this tech support thing.
[38:40.180 --> 38:42.000]  Realizing my phone has nothing on it.
[38:42.360 --> 38:43.900]  I opened it to a blank phone.
[38:44.200 --> 38:45.420]  I hate Google so much.
[38:45.660 --> 38:47.040]  It just instilled my rage.
[38:47.400 --> 38:48.200]  Even further.
[38:51.100 --> 38:53.440]  It's just been a bad tech thing for me.
[38:53.500 --> 38:54.840]  I do have a thing when I sleep.
[38:55.020 --> 38:57.140]  When you get woken up.
[38:58.000 --> 38:58.520]  Unexpectedly.
[38:58.540 --> 39:00.200]  Do you immediately go into
[39:00.800 --> 39:02.520]  attack or suspicious mode?
[39:02.660 --> 39:04.400]  How do you react typically when that happens?
[39:04.880 --> 39:06.100]  If somebody wakes you up.
[39:06.960 --> 39:09.380]  Typically, my whole life I've been like this.
[39:09.420 --> 39:10.620]  When I get woken up unexpectedly.
[39:10.860 --> 39:13.220]  I'm always immediately very accusatory.
[39:13.680 --> 39:15.580]  Assuming that something awful is happening.
[39:16.100 --> 39:17.120]  Do you get mad?
[39:17.780 --> 39:19.860]  Not mad at the person.
[39:20.060 --> 39:20.780]  But mad that
[39:21.360 --> 39:23.260]  there must be some situation
[39:23.260 --> 39:25.120]  that is causing this that is not good.
[39:25.120 --> 39:26.680]  It's a lot of...
[39:27.600 --> 39:28.920]  Why are you...
[39:28.920 --> 39:30.200]  Why is this happening?
[39:30.440 --> 39:31.600]  Is sort of the general
[39:33.140 --> 39:35.100]  thought I have when I get woken up.
[39:35.580 --> 39:36.580]  It happens a lot.
[39:36.700 --> 39:38.580]  I had it happen recently.
[39:39.600 --> 39:41.120]  I've been really into Party Animals.
[39:41.500 --> 39:42.360]  Which just came out.
[39:42.660 --> 39:44.020]  It's a great game. It's a lot of fun.
[39:45.280 --> 39:46.560]  It's like Gang Beasts.
[39:46.760 --> 39:48.560]  But with really cute characters.
[39:48.740 --> 39:50.320]  And I would say more fun in my opinion.
[39:51.080 --> 39:53.060]  There's all these skins and stuff.
[39:53.980 --> 39:54.340]  And...
[39:55.420 --> 39:56.680]  Eric says, do you want to play it on Let's Play?
[39:56.720 --> 39:57.980]  Absolutely, I want to play it on Let's Play.
[39:58.800 --> 40:00.700]  I'm so excited to play that with you guys.
[40:00.780 --> 40:01.780]  It's so much fun and chaotic.
[40:02.480 --> 40:04.360]  It's great. But they have all these skins.
[40:04.920 --> 40:06.820]  And a lot of games now do like
[40:06.820 --> 40:09.160]  Twitch integration with their stuff.
[40:09.300 --> 40:11.280]  Where like, either if you're streaming
[40:11.280 --> 40:12.700]  you get like additional things.
[40:13.080 --> 40:15.440]  Or in this case, it was you had to watch
[40:16.120 --> 40:17.500]  streamers that had like a certain
[40:18.280 --> 40:19.640]  credit to their account.
[40:19.900 --> 40:21.300]  And if you watch for an hour
[40:21.300 --> 40:22.940]  you would get one thing. And then an hour more
[40:22.940 --> 40:25.400]  you'd get another thing. And they had like five things including a skin.
[40:25.900 --> 40:27.240]  So I thought, I'll just set this up.
[40:27.920 --> 40:29.360]  And it went to Steam
[40:29.360 --> 40:31.000]  which doesn't even connect to Xbox
[40:31.000 --> 40:33.240]  they found out. So there's no reason for me to do this.
[40:33.300 --> 40:35.400]  I have no access to the things that I was
[40:35.400 --> 40:37.040]  getting. But I was just
[40:37.460 --> 40:39.340]  watching Twitch streamers that had the credit
[40:39.340 --> 40:41.000]  and then whenever I hit enough time
[40:41.000 --> 40:43.380]  I'd hit approve. And that was sort of my evening
[40:43.380 --> 40:43.860]  that night.
[40:45.700 --> 40:47.540]  Everything's muted. I went to bed.
[40:48.080 --> 40:49.800]  And then at 3.45
[40:49.800 --> 40:51.560]  a.m. I just
[40:51.560 --> 40:53.800]  start hearing yelling. I'm just
[40:53.800 --> 40:55.780]  hearing a voice yelling. And I
[40:55.780 --> 40:57.520]  immediately go into defense mode.
[40:57.680 --> 41:00.200]  I think like, is there somebody screaming outside?
[41:00.560 --> 41:01.660]  What is going on?
[41:01.820 --> 41:03.620]  And so I hear the voice. I wake up. I go
[41:03.620 --> 41:05.740]  I say like, what is, why is this
[41:05.740 --> 41:07.700]  happening? Why is this happening? To my
[41:07.700 --> 41:09.540]  partner in bed. And then I yell
[41:09.540 --> 41:11.600]  what do you want? And I realize
[41:11.600 --> 41:13.420]  what had happened is
[41:13.420 --> 41:15.720]  when you have Twitch muted for a
[41:15.720 --> 41:17.860]  streamer, it will unmute them
[41:17.860 --> 41:19.520]  if it goes to a different account.
[41:20.080 --> 41:22.260]  So the person that I left it on
[41:22.260 --> 41:23.860]  running for, they
[41:23.860 --> 41:25.720]  stopped streaming at 3.45
[41:25.720 --> 41:28.220]  a.m. my time, went to a different streamer
[41:28.220 --> 41:29.720]  and it was just this woman
[41:29.720 --> 41:31.920]  reading off her recent subscriber list
[41:31.920 --> 41:34.200]  at full volume on my computer.
[41:34.480 --> 41:35.880]  But I thought that there was
[41:35.880 --> 41:37.940]  like an attack going on or that like somebody
[41:37.940 --> 41:39.820]  had broken into the space. I was
[41:39.820 --> 41:41.460]  so confused and angry.
[41:42.020 --> 41:43.880]  I was just yelling. That was a pretty bad
[41:43.880 --> 41:45.920]  night of sleep. Me yelling at my
[41:45.920 --> 41:47.880]  computer what do you want when it's just a
[41:47.880 --> 41:49.800]  Twitch streamer reading like thanks for the follow
[41:49.800 --> 41:51.920]  up. Auto unmute might be the
[41:51.920 --> 41:54.120]  worst feature I've ever heard. It's terrible.
[41:54.380 --> 41:55.900]  It's a terrible feature. It should not be
[41:55.900 --> 41:56.720]  a thing that exists.
[41:58.020 --> 41:59.800]  I wake up to, because I
[41:59.800 --> 42:01.700]  just fall asleep to YouTube videos a lot of the time.
[42:02.080 --> 42:03.920]  And it puts me down some
[42:03.920 --> 42:05.900]  really weird YouTube holes. But I kind of
[42:05.900 --> 42:08.000]  just the next night I'll just click on whatever's on the recommended
[42:08.000 --> 42:09.860]  so at the moment it's just like police
[42:09.860 --> 42:11.860]  interrogation videos. Something about
[42:11.860 --> 42:13.960]  the audio being so shit it puts me
[42:13.960 --> 42:16.120]  right to sleep. I don't really ever know what they're being interviewed
[42:16.120 --> 42:16.460]  about.
[42:18.200 --> 42:20.120]  Gavin finds police interrogating
[42:20.120 --> 42:21.840]  murderers to be calming and soothing.
[42:21.860 --> 42:23.980]  I don't know if they're murderers. I don't know. They're all
[42:23.980 --> 42:26.040]  murderers. I only ever hear the first
[42:26.040 --> 42:27.760]  like eight minutes of it. But
[42:27.760 --> 42:29.960]  it always like auto plays onto like
[42:29.960 --> 42:32.060]  a live car chase. Like a
[42:32.060 --> 42:34.140]  three hour video of just like helicopters
[42:34.140 --> 42:34.940]  reporting on
[42:35.680 --> 42:37.800]  where cars are. And that's also very
[42:37.800 --> 42:39.920]  peaceful I've found. Because sometimes I'll wake up
[42:39.920 --> 42:42.040]  to like talking
[42:42.040 --> 42:44.120]  about where the car went. And it just puts
[42:44.120 --> 42:44.920]  me right back to sleep.
[42:47.040 --> 42:48.100]  I'm imagining you
[42:48.100 --> 42:50.120]  sleeping in a race car bed while listening
[42:50.120 --> 42:51.920]  to voices of people saying where
[42:51.920 --> 42:54.120]  the car went. Like you're dreaming that you're driving around.
[42:55.120 --> 42:56.000]  Causing crimes.
[42:57.300 --> 42:58.140]  I have a question
[42:58.140 --> 42:59.920]  for you Geoff. Okay I have an answer
[42:59.920 --> 43:02.260]  I probably have an answer for you. I think you have an answer.
[43:03.280 --> 43:04.160]  Is it
[43:04.160 --> 43:05.940]  about snow runners and how I spent
[43:05.940 --> 43:08.200]  fucking five hours last night trying to move
[43:08.200 --> 43:09.920]  concrete slabs from the dam at
[43:09.920 --> 43:12.180]  Smithville. Or the quarry by the dam
[43:12.180 --> 43:13.640]  at Smithville all the way up to Big Lake.
[43:13.960 --> 43:15.640]  Yes it was fucking brutal.
[43:16.420 --> 43:17.620]  What is snow runners?
[43:18.300 --> 43:19.560]  It's the game I play every night.
[43:20.020 --> 43:21.960]  You're playing snow runners? Is that like
[43:21.960 --> 43:24.220]  the truck game? Yeah every night of my life man.
[43:24.600 --> 43:25.860]  I think I've played snow runners.
[43:26.320 --> 43:27.080]  Oh my god.
[43:28.660 --> 43:29.540]  Just haul
[43:29.540 --> 43:31.780]  freight. I mean that sounds like someone
[43:31.780 --> 43:32.340]  we should play.
[43:32.900 --> 43:35.840]  I was talking about it with my
[43:35.840 --> 43:37.800]  dudes last night. And I don't know if y'all
[43:37.800 --> 43:40.180]  are ready for snow runners. I really don't.
[43:40.260 --> 43:41.800]  I don't know. Wait so you got
[43:41.800 --> 43:43.860]  like a truck crew? Is everybody doing snow
[43:43.860 --> 43:45.860]  runners right now? Just my crew
[43:45.860 --> 43:47.800]  just me and my two dudes that I play video games with.
[43:47.800 --> 43:49.740]  That's what I love. So you guys are in a multiplayer
[43:49.740 --> 43:51.440]  session just running freight.
[43:51.760 --> 43:54.160]  Every night from 10am until about 3am.
[43:54.420 --> 43:55.840]  I know last night was a school
[43:55.840 --> 43:57.840]  night and I wasn't supposed to play late but I could sleep
[43:57.840 --> 43:59.640]  in a little bit today. And so I
[43:59.640 --> 44:01.860]  allowed myself to play until 3. So does that
[44:01.860 --> 44:03.440]  potentially mean that Andrew and I should
[44:03.920 --> 44:05.840]  start playing it separately to get
[44:05.840 --> 44:07.600]  up to the level where we could potentially
[44:08.140 --> 44:09.780]  fit in with what
[44:09.780 --> 44:10.220]  you're doing?
[44:13.120 --> 44:13.920]  I mean...
[44:13.920 --> 44:15.700]  Getting trained up on running cargo.
[44:16.220 --> 44:17.380]  I just don't know if you guys
[44:17.380 --> 44:19.880]  I'm not trying to be rude but it's a lot
[44:19.880 --> 44:21.880]  it's hard. It's a lot of work. No it is really hard.
[44:21.960 --> 44:23.920]  I think I played it and I couldn't figure out how to shift
[44:23.920 --> 44:25.720]  gear. So it's just driving around
[44:25.720 --> 44:27.540]  really slow for like 12 minutes. So is it like ultra
[44:27.540 --> 44:29.720]  realistic? No it's not ultra
[44:29.720 --> 44:31.780]  but there's a learning curve
[44:31.780 --> 44:33.880]  and there's a rhythm to it
[44:33.880 --> 44:35.760]  It's slow and steady
[44:35.760 --> 44:37.740]  Like I'm not kidding when I say I spent
[44:38.200 --> 44:39.620]  I mean some of it was cause of
[44:39.620 --> 44:41.920]  the game being a piece of shit and crashing
[44:41.920 --> 44:43.640]  but I spent about 3 hours
[44:44.120 --> 44:45.960]  literally just going from one side of the
[44:45.960 --> 44:47.200]  map to the other and
[44:47.700 --> 44:49.060]  getting stuck and having to be
[44:49.680 --> 44:51.840]  wedged out by one of the other dudes and vice versa
[44:51.840 --> 44:52.580]  but yeah it's
[44:53.780 --> 44:55.980]  If you're gonna do it you should definitely
[44:55.980 --> 44:57.740]  play it and we'll see
[44:57.740 --> 45:00.100]  I don't know that it makes for content
[45:00.100 --> 45:01.360]  but it might
[45:01.360 --> 45:06.480]  I will show you one thing though. Here, I'm going to send you guys a photo. And while I'm doing
[45:06.480 --> 45:12.140]  that, Andrew, why don't you ask me... My question. Yeah. My question, Geoff, is...
[45:12.920 --> 45:18.440]  It's okay if you say no to this. I'm just curious where your mind goes. If you were on, let's say,
[45:18.520 --> 45:23.060]  another podcast. Say you're a guest on another podcast. And somebody asked,
[45:23.560 --> 45:29.080]  who's the funniest person you know? Would either of us come up in that conversation?
[45:29.720 --> 45:33.480]  As even like a passing mention. Somebody from this podcast would.
[45:33.860 --> 45:37.980]  I just can't imagine answering that question without at least bringing you or Gavin up.
[45:40.900 --> 45:46.680]  My initial response would be to say, I'm the funniest person I've ever met.
[45:47.440 --> 45:49.320]  You get all your own jokes. Have you met yourself?
[45:50.100 --> 45:57.980]  Yeah, I get all my own jokes. I really tickle me. I'm an audience of one and I love it. No,
[45:57.980 --> 46:02.160]  I think you and Gavin are easily two of the funniest people I've ever met. And I've met a lot.
[46:02.220 --> 46:09.540]  I've been blessed in and outside of this career to be around some very, very funny people.
[46:09.900 --> 46:13.880]  I'd say the same thing about you and Gavin. I thought that was interesting. I wanted to
[46:13.880 --> 46:15.600]  see if we're on the same page with that. That's all I'm going to say.
[46:15.760 --> 46:18.760]  You guys would be... I mean, I've never thought to rank it.
[46:19.240 --> 46:20.260]  I think... No, neither have I.
[46:20.480 --> 46:24.520]  I don't... I mean, you guys are both funny in very different ways. I think you're equally funny.
[46:24.520 --> 46:32.100]  But you're also like... You delight me. Like, I do a podcast with you guys because
[46:32.100 --> 46:37.520]  I'm so entertained by both of you and how hilarious I think you both are.
[46:37.660 --> 46:40.680]  So I don't know who I would put in front of you, honestly.
[46:41.160 --> 46:45.540]  Yeah, I feel like funniest person, if I was asked that, it would definitely be a pool of people.
[46:45.920 --> 46:46.100]  Well, you were. But if...
[46:46.680 --> 46:49.660]  You were and we weren't on the list. So that's why I was bringing this up.
[46:49.680 --> 46:52.260]  I just want to make sure Geoff and I were on the same page here.
[46:52.260 --> 46:54.340]  You're talking about us always open?
[46:54.700 --> 47:00.220]  Well, you were asked the question and we did not come up once or even a thought of bringing this up.
[47:00.220 --> 47:00.720]  I didn't say anyone, did I?
[47:00.820 --> 47:04.320]  I thought I would immediately... No, you did. You absolutely did.
[47:05.300 --> 47:08.900]  Not us. So I just want to make sure Geoff and I were on the same page that we would include you.
[47:09.120 --> 47:09.960]  Yeah, I would include Gavin.
[47:10.020 --> 47:10.540]  What did I say?
[47:10.900 --> 47:15.900]  We're not on his list, Geoff. You said the Willems. You didn't mention us.
[47:16.320 --> 47:18.040]  Wow, get fucked us.
[47:18.040 --> 47:22.560]  Yeah, no, it was a... I thought maybe a throwaway or like not even...
[47:22.560 --> 47:24.340]  I'm not even want to be at the top of the list.
[47:24.420 --> 47:27.680]  I just thought like a mention would have been nice for us, but it's OK.
[47:28.000 --> 47:30.560]  All right. To be honest, I was trying not to shit myself. The whole thing's a blur.
[47:31.160 --> 47:36.420]  So, Gav, I guess what you're saying is if you had the opportunity to fire Andrew and I
[47:36.420 --> 47:39.220]  and replace us on F*** Face with the Willems, you would do that?
[47:39.900 --> 47:41.860]  No, I think I was just saying that at least it's very funny.
[47:42.920 --> 47:44.900]  They're... Yeah, they... I'm not going to argue with you.
[47:44.900 --> 47:46.080]  No, they're definitely funny.
[47:46.080 --> 47:48.320]  Absolutely deserving of it.
[47:48.380 --> 47:52.620]  I just thought I was curious what you would say, Geoff, because I know what I would say.
[47:52.780 --> 47:53.780]  And I know what Gav would say.
[47:55.780 --> 47:59.440]  Yeah, you guys would you guys would probably... I'd probably mention you,
[48:00.060 --> 48:04.020]  you two and Bernie, honestly, as the funniest people I've ever met.
[48:04.040 --> 48:07.420]  I just thought that Gavin phrased that like he was going to answer it like he hadn't already.
[48:08.040 --> 48:09.540]  I was very happy.
[48:09.980 --> 48:11.700]  But what is this? So you have a...
[48:11.700 --> 48:13.260]  So let me show you in a truck.
[48:13.580 --> 48:14.400]  It's me in a truck.
[48:14.400 --> 48:20.780]  And you can see to the right of the truck, there's a yellow square, like a yellow square.
[48:21.240 --> 48:25.060]  That's where I need to turn in that cargo I have in the back of my truck.
[48:25.900 --> 48:27.980]  That is where I ran out of gas.
[48:28.660 --> 48:29.140]  No!
[48:29.960 --> 48:35.060]  Have you ever seen somebody get closer to an objective and run out of gas
[48:35.060 --> 48:36.480]  and not be able to complete it?
[48:36.740 --> 48:40.300]  Now, the problem with this was I was in a different part of the map.
[48:40.740 --> 48:44.340]  Antonio, my friend Antonio, had to come bring me gas and fill my car up.
[48:45.040 --> 48:46.240]  He couldn't just give you a nudge?
[48:47.240 --> 48:49.260]  Well, I mean, he's got to get to me either way.
[48:49.680 --> 48:53.000]  So he has to get from... so they have to get from where they are to me.
[48:53.320 --> 48:54.540]  It's 45 minutes.
[48:54.800 --> 49:00.560]  So basically, I got there, ran out of gas six feet from finishing the mission,
[49:00.680 --> 49:04.200]  and then I had to wait about 45 minutes for them to bring gas.
[49:04.240 --> 49:05.060]  Real time?
[49:05.440 --> 49:07.480]  Yeah, probably half hour, yeah, of real time.
[49:07.500 --> 49:08.260]  How big's this map?
[49:08.580 --> 49:09.120]  They're big.
[49:09.260 --> 49:10.920]  Well, it's not just that it's big, it's hard.
[49:11.040 --> 49:12.700]  It's fucking hard to traverse, dude.
[49:12.700 --> 49:15.380]  It's muddy, it's fucking... you're rolling over.
[49:15.600 --> 49:17.320]  They're trying to get to me and they're getting stuck,
[49:17.400 --> 49:19.300]  and then one of them has to go get a crane to get them out.
[49:19.360 --> 49:20.300]  It's a fucking thing.
[49:20.820 --> 49:24.800]  But I couldn't... I laughed probably for 15 straight minutes last night
[49:24.800 --> 49:27.500]  when I literally ran out of gas right there.
[49:28.780 --> 49:29.660]  That's unbelievable.
[49:30.040 --> 49:32.480]  How many minutes had you been driving?
[49:33.200 --> 49:34.420]  It was worse than that.
[49:34.960 --> 49:39.260]  So what happens is, the way it works is one person opens up a multiplayer session
[49:39.260 --> 49:42.260]  so it's in their world, and then you join their world.
[49:43.280 --> 49:47.420]  And their world persists, but your part of it doesn't.
[49:47.500 --> 49:51.980]  So if I bring one of my trucks in and I drive around, if I leave, that truck disappears.
[49:53.880 --> 49:59.800]  So it was a very simple mission where I go and I get the stuff from the quarry
[49:59.800 --> 50:03.920]  and then I just have to drive it across a fucking dam and a whole bunch of stuff
[50:03.920 --> 50:07.300]  over a mountain to another part of the map.
[50:07.380 --> 50:09.480]  You have to load into another section of the map.
[50:09.600 --> 50:11.400]  That in itself could take a half hour, 45 minutes.
[50:11.400 --> 50:16.860]  But what kept happening to us last night is I'd get about five-eighths of the way through it
[50:16.860 --> 50:18.160]  and get kicked from the game.
[50:18.500 --> 50:21.420]  And when you get kicked from the game, all your progress just disappears.
[50:21.760 --> 50:24.400]  So the truck just goes away.
[50:24.560 --> 50:28.700]  And so then when you come back in, I have to respawn at the spawn point
[50:28.700 --> 50:33.560]  and then spend a half an hour, 45 minutes getting to the spot to get the hull
[50:33.560 --> 50:35.020]  and then take it up again.
[50:35.220 --> 50:39.280]  I got kicked, I think, three times before I was able to turn it in.
[50:39.280 --> 50:42.280]  And so this point right here, when I'm right at the edge,
[50:42.380 --> 50:43.580]  I've already been kicked from the game.
[50:43.660 --> 50:47.320]  I've already lost probably an hour and a half of my life trying to turn this in.
[50:47.640 --> 50:51.880]  And I now have to wait 30 to 45 minutes for them to bring gas to me
[50:51.880 --> 50:55.220]  and just pray that I don't get kicked in the meantime.
[50:55.500 --> 50:59.580]  Oh, I just I pulled it up.
[50:59.660 --> 51:00.620]  I have played this game.
[51:00.680 --> 51:02.540]  It was absolutely the game that I loaded in.
[51:02.620 --> 51:07.680]  I think I got the truck stuck and then I just closed it after like 20 minutes.
[51:07.740 --> 51:08.320]  It was a lot.
[51:08.320 --> 51:09.700]  There's a definite curve.
[51:10.340 --> 51:11.640]  It's so fucking much fun.
[51:11.760 --> 51:13.060]  And we definitely should play it sometime.
[51:13.240 --> 51:14.000]  But it's a slow...
[51:14.000 --> 51:16.420]  I mean, if we're going to play it, we got to play it for like three hours.
[51:17.080 --> 51:18.900]  So you guys got to buckle up.
[51:19.680 --> 51:20.320]  I'm ready for that.
[51:20.420 --> 51:21.000]  I'm up for it.
[51:21.360 --> 51:21.560]  Okay.
[51:21.700 --> 51:21.880]  Yeah.
[51:21.880 --> 51:22.920]  Well, we'll look into it.
[51:23.080 --> 51:23.560]  Definitely, for sure.
[51:23.680 --> 51:25.040]  I mean, I don't want to butt in on your...
[51:25.900 --> 51:26.820]  You're not butting in on anything.
[51:27.460 --> 51:31.320]  I think they would be entertained to see other people play the game
[51:31.320 --> 51:33.880]  because I think we're the only three people on Earth that are playing this game.
[51:35.380 --> 51:36.840]  It's on Game Pass too, which is great.
[51:37.220 --> 51:37.760]  Yeah, it's free.
[51:38.360 --> 51:39.260]  What is the...
[51:39.260 --> 51:39.940]  What's the name of it?
[51:40.260 --> 51:40.920]  Snow Runner.
[51:41.640 --> 51:42.520]  Snow Runner?
[51:42.740 --> 51:42.980]  Okay.
[51:43.400 --> 51:43.620]  Yeah.
[51:44.680 --> 51:49.600]  You start in Michigan and you just complete missions in Michigan, you know,
[51:49.700 --> 51:55.080]  fixing bridges and hauling lumber and concrete slabs and bricks and shit.
[51:55.160 --> 51:56.360]  And then you make your way to Alaska.
[51:57.040 --> 51:57.840]  And then you can go to...
[51:57.840 --> 52:00.220]  There's like 10 DLC places you can go.
[52:00.480 --> 52:01.880]  So you can go all over the place.
[52:02.240 --> 52:02.700]  I'm excited.
[52:02.940 --> 52:06.560]  We're going to record a Tony Hawk thing after this that I think will be a lot of fun.
[52:06.560 --> 52:10.060]  I got kicked out of my Sea of Thieves account last night.
