[00:05.160 --> 00:06.580]  Previously on F*** Face.
[44:55.580 --> 44:58.800]  Well, just because it's like it'd be like a food trailer, but it'll be just...
[44:58.800 --> 44:59.660]  No, it's not, though.
[44:59.660 --> 45:04.100]  We can't just dig a hole in a park and be like, we're good at this.
[45:04.100 --> 45:06.060]  If you replace your divots, I'm sure it's fine.
[45:07.900 --> 45:12.140]  This is even better than caffeinated soup, which we still got to make, by the way.
[45:12.400 --> 45:14.800]  I still think caffeinated soup is a phenomenal idea.
[45:15.300 --> 45:17.060]  No, our caffeinated soup does not exist.
[45:17.220 --> 45:18.660]  That stuff you showed me looked like dog food.
[45:18.680 --> 45:21.980]  It wasn't specifically. It wasn't like chicken noodle soup and caffeine.
[45:22.000 --> 45:23.620]  From the inventor of whole beans.
[45:23.800 --> 45:25.120]  We're going to introduce you.
[45:26.080 --> 45:29.180]  The whole world was lousy with food trailers for a couple of years, right?
[45:29.180 --> 45:33.000]  And then everybody got anal worms, and then they all went to brick and mortars.
[45:33.200 --> 45:35.620]  But we, the next generation, who needs the truck?
[45:35.720 --> 45:37.440]  We've got the ground food holes.
[45:37.820 --> 45:41.380]  Come on over to F*** Face Food Hole, and we'll dig up whatever you want.
[45:41.480 --> 45:43.660]  We can do like a luau, have a buried pig.
[45:43.900 --> 45:45.240]  We can have buried hot dogs.
[45:45.620 --> 45:47.560]  We can cook anything you want in the ground, okay?
[45:47.740 --> 45:48.660]  F*** Face Food Holes.
[45:49.200 --> 45:52.880]  To like a kid's birthday, show up two days before and dig it up.
[45:56.060 --> 45:57.460]  That's what I was going to say.
[45:57.520 --> 46:02.540]  Kind of. There's a 0% chance anyone does like this is going to apply to anyone that listens to the show.
[46:03.040 --> 46:11.640]  If you own a golf course and don't mind us f***ing up a green, it'd be so funny to dig a hole on a green and just watch people trying to golf.
[46:11.820 --> 46:15.780]  Like dealing with the fact that we're digging a f***ing bean hole on the green.
[46:16.240 --> 46:18.260]  Like just completely f***ing up their game.
[46:18.720 --> 46:21.260]  If there's anyone that's cool with that, please let us know.
[46:21.260 --> 46:24.200]  That'd be a very funny video to see people reacting.
[46:24.620 --> 46:28.640]  If you're not cool with that, what about a sand trap? Could we do it in the sand trap next to the green?
[46:28.740 --> 46:31.180]  Well you know, golf clubs, they're notoriously easy going.
[46:32.840 --> 46:37.140]  Yeah. Chill, relaxed people that are tolerant to all sorts of groups.
[46:37.400 --> 46:40.080]  I saw Caddyshack 1 and 2. It's just antics.
[46:40.100 --> 46:41.740]  Wow. You're really committed.
[46:42.040 --> 46:45.180]  Maybe a future RTX we can have a bean hole.
[46:45.400 --> 46:46.860]  I would love that. I would love that.
[46:46.860 --> 46:52.800]  Well, I mean, people can come on down to our food hole space and then get in line and buy it like everybody else.
[46:53.400 --> 46:55.120]  We're going to be the hottest thing in Austin.
[46:55.280 --> 46:57.420]  We'll be like the Veracruz tacos, but in the ground.
[46:58.080 --> 47:03.780]  I just, this is, there's so many great possibilities of food underground.
[47:04.280 --> 47:09.400]  And why are we doing this underground? Because Geoff read an article once that apparently it was very good.
[47:09.580 --> 47:10.260]  Yeah, that's right.
[47:12.060 --> 47:14.720]  It's a rich part of my American heritage.
[47:14.720 --> 47:18.040]  I'll be honest. I was so surprised at both things.
[47:18.160 --> 47:23.280]  Like I was actually expecting good things from the bean hole and I was expecting dog shit from the baseball.
[47:23.500 --> 47:27.000]  My entire Saturday was just turned upside down.
[47:27.120 --> 47:28.180]  Well, Sunday. Yes, it was Sunday.
[47:28.600 --> 47:32.140]  But it was very unexpected. I couldn't believe the beans didn't work out.
[47:32.920 --> 47:34.380]  Yeah, me too, man. Me too.
[47:34.480 --> 47:36.540]  That's the most believable thing I've ever heard.
[47:36.780 --> 47:38.040]  This is shocking to me.
[47:38.560 --> 47:41.880]  Did you not see the hole? You made the hole. You're part of the hole making process.
[47:41.880 --> 47:43.360]  It was a zero percent chance.
[47:43.460 --> 47:44.620]  It was a hole, Andrew.
[47:45.240 --> 47:46.840]  It was a zero percent chance.
[47:48.420 --> 47:52.440]  I will say the look on all of your faces after about my 15th home run.
[47:52.800 --> 47:55.680]  That made all the bean failure worth it.
[47:55.740 --> 47:57.660]  But man, I wanted those beans to...
[47:57.660 --> 48:00.440]  I wanted them to look like in the YouTube videos I watch.
[48:00.560 --> 48:02.400]  They look so good in those videos.
[48:03.060 --> 48:06.520]  Where would you rank, let's say, if the beans were perfect, Geoff?
[48:06.700 --> 48:09.080]  You have the perfect bean day. You have an amazing baseball day.
[48:09.080 --> 48:12.180]  Where would that day have ranked in your all-time greatest days?
[48:12.400 --> 48:14.940]  Probably top three. Top three, 100%. Easily.
[48:15.080 --> 48:15.800]  Top three? Yeah.
[48:16.140 --> 48:20.420]  Top three. And only because I have to reserve Millie's birth for one of those days.
[48:20.620 --> 48:21.740]  Absolutely. Yes.
[48:22.880 --> 48:23.880]  Definitely top three.
[48:26.720 --> 48:30.280]  If none of my family is listening to this podcast, maybe best day of my life.
[48:33.400 --> 48:36.660]  It was funny watching like the surprise and the cheering at the beginning.
[48:37.160 --> 48:39.560]  To the... just people standing there.
[48:39.680 --> 48:43.240]  Just like watching them sail over one at a time, hitting trees.
[48:43.420 --> 48:45.340]  It was almost like a downer for everyone else.
[48:45.680 --> 48:48.100]  But Geoff was just absolutely knocking them.
[48:48.860 --> 48:50.480]  It's fun. Baseball's fun.
[48:51.640 --> 48:56.520]  So when we've sold all these balls, there's almost certainly at least 10 still back there.
[48:56.820 --> 48:58.260]  So feel free to go and find them.
[48:58.280 --> 48:59.360]  Oh, I can't wait to get one.
[48:59.360 --> 49:00.320]  Oh, I'm gonna go.
[49:00.340 --> 49:03.660]  Just be careful. It is snake country back there.
[49:04.060 --> 49:04.740]  Oh, fuck.
[49:05.320 --> 49:09.480]  I went back there like, I am gonna go find my home runs. Fuck this.
[49:09.800 --> 49:12.720]  And I was back there about 30 seconds and went, oh no. Okay, I get it.
[49:13.520 --> 49:17.180]  I understand why Cole and Jordan don't want to tromp through this.
[49:20.340 --> 49:21.220]  Pretty sketchy.
[49:21.300 --> 49:23.220]  Okay, that just changed the whole game.
[49:23.540 --> 49:27.380]  I was all excited. You ever collect golf balls that were shot?
[49:27.520 --> 49:28.200]  Yeah, yeah, yeah.
[49:28.200 --> 49:29.960]  That was fun. I loved doing that when I was younger.
[49:30.440 --> 49:34.360]  I had a friend who lived on a golf course when I was in Florida.
[49:34.580 --> 49:39.520]  So I'd go over to his house on a Saturday and we would go fucking nuts collecting golf balls.
[49:39.940 --> 49:40.640]  That's great.
[49:41.000 --> 49:42.460]  He lived on the golf course?
[49:42.980 --> 49:43.680]  Yeah, yeah.
[49:44.880 --> 49:46.740]  A lot of people do.
[49:47.400 --> 49:49.980]  Yeah, there's a lot of houses on Perimeter's golf courses.
[49:50.840 --> 49:53.660]  I assume he's not in the middle between hole 7 and 8.
[49:53.660 --> 49:58.840]  No, yeah, he operates the food hole over at the sand trap at 17th hole.
[49:59.000 --> 50:01.460]  It's like a fucking mini golf course. He lived in the lighthouse.
[50:04.280 --> 50:05.840]  His bathroom was in the giant whale.
[50:06.540 --> 50:12.920]  No, it was like a golf community and they were just like on the edge of the golf course.
[50:13.940 --> 50:14.660]  He's a nice kid.
[50:15.600 --> 50:16.180]  That's great.
[50:16.600 --> 50:19.120]  Yeah, I don't remember his name. I remember enjoying him.
[50:20.360 --> 50:22.540]  Do you think he'd be an enthusiast of cups?
[50:22.540 --> 50:24.240]  How do you think he would feel about cups?
[50:24.240 --> 50:28.400]  Oh, dude, that's a great point. That's an excellent transition. I think he would be excited about cup and cup theory.
[50:28.880 --> 50:33.500]  Andrew, do you have your cup?
[50:33.600 --> 50:40.100]  So, to catch the audience up, we determined that glass is dog shit and people shouldn't own it.
[50:40.520 --> 50:43.300]  Especially near their mouths. It's just a recipe for death.
[50:44.020 --> 51:01.120]  And so we decided to design the perfect plastic cup and then hopefully go into production in it so that we can help revolutionize the world, save people's teeth and save people with sore hands from hitting a couple hundred baseballs from dropping glasses left and right and smashing their feet in the ground.
[51:01.600 --> 51:06.320]  A recipe for death would actually be a perfect name for our cookbook. We need to write that down. We need to remember.
[51:07.160 --> 51:08.360]  Circle back to it.
[51:08.360 --> 51:17.600]  I think we're all supposed to do a blueprint under your guidance of the perfect cup. I have mine. I don't know if the two of you had time.
[51:17.800 --> 51:18.180]  I did.
[51:19.300 --> 51:20.360]  Gavin, do you have your drawing?
[51:23.260 --> 51:25.120]  Listen, he was very busy with the videos.
[51:25.560 --> 51:29.300]  I'll be honest, there were two reasons. I was busy editing two videos at the same time.
[51:29.540 --> 51:36.220]  And also, we talked about this in the last episode, which is always between the one that came out and the one we're recording.
[51:36.960 --> 51:40.720]  Completely forgot about it. Absolutely in one ear out the other, that one.
[51:41.320 --> 51:47.760]  Yeah, that's fair. I remembered it. I woke up at 5 a.m. for a moment and thought cups and then went back to bed.
[51:51.040 --> 51:57.660]  So I too put this in last minute. I'll submit mine. We can talk about mine because I feel like I went against direction.
[51:57.900 --> 52:01.260]  Geoff, you asked for something simple, which is fair. I understand that.
[52:01.260 --> 52:06.320]  But it was the perfect cup. So I wanted to illustrate in my head what I think the perfect cup is.
[52:06.420 --> 52:10.580]  And I'd love to hear your guys' suggestions and how you generally feel about it.
[52:11.280 --> 52:17.160]  This is the Gerpler. We're going to have to get it because some of the illustration is going to be tough to...
[52:17.160 --> 52:21.360]  Oh, I posted it in the fucking... I'm in Slack for some reason. Let me go to Discord.
[52:21.940 --> 52:22.860]  Whoops, that would help.
[52:23.200 --> 52:24.640]  Gerpler. Okay, here we go.
[52:24.720 --> 52:25.540]  Oh my God.
[52:26.560 --> 52:27.460]  So we got the Gerpler.
[52:28.290 --> 52:34.220]  I understand this is a complicated thing to decipher. So we're going to go piece by piece for it.
[52:35.820 --> 52:37.960]  So we got...
[52:37.960 --> 52:39.620]  What does that look like to you, Geoff?
[52:40.620 --> 52:45.200]  It looks like a bat monster with one tooth.
[52:46.760 --> 52:49.780]  It looks like a Venus flytrap with a rash.
[52:54.300 --> 53:00.500]  So it's very tough to convey when you have ideas for both the top of the cup and the bottom and the side.
[53:00.680 --> 53:05.680]  It's tough to get the angle of trying to display in a flat scenario.
[53:06.200 --> 53:07.400]  What angle is that?
[53:08.280 --> 53:10.720]  So we're going to start... It's an angle that doesn't actually exist.
[53:10.920 --> 53:15.800]  So what you're looking at at the very top, first of all, the lines in the circle...
[53:16.740 --> 53:17.920]  Non-Euclidean cup.
[53:18.380 --> 53:19.720]  Are you talking about the barbed wire?
[53:19.720 --> 53:24.860]  The barbed wire around the edge with the lines coming out of it, that's a little parachute.
[53:25.060 --> 53:26.880]  We have a little parachute on top of the glass.
[53:26.980 --> 53:31.920]  So in the event that you drop the glass, it will just softly float down.
[53:32.320 --> 53:35.740]  Because to me, the perfect cup, as somebody who knocks over a lot of cups,
[53:36.200 --> 53:41.520]  the perfect cup is a cup that can be covered in any scenario and you maintain at least...
[53:41.520 --> 53:46.720]  We're going to do a 50% beverage guarantee that you will not lose more than half of your drink.
[53:47.960 --> 53:50.740]  If you're using it outside on a windy day, see you later.
[53:52.840 --> 53:55.940]  We're not done. There's more protection mechanisms built into this thing.
[53:56.280 --> 53:58.520]  So we got a little parachute on the top.
[53:58.760 --> 54:01.680]  Now what's in the circle, you're looking at the top of the glass.
[54:01.760 --> 54:03.520]  You see that little tooth that you said?
[54:04.000 --> 54:08.760]  That is a piece of plastic that you would spin around like a full circle
[54:08.760 --> 54:10.700]  and that would seal the top of the glass.
[54:10.960 --> 54:13.080]  Just so you're safe. You don't have to worry about...
[54:13.080 --> 54:15.340]  So if it tips over, there's a lock in place.
[54:15.340 --> 54:17.360]  I think I see what...
[54:17.840 --> 54:21.920]  It's a spinning mechanism. You just grab the top of it and you tilt it
[54:21.920 --> 54:27.540]  and the whole thing would spiral out and fully cover the glass and lock in on the other side.
[54:27.580 --> 54:30.180]  Geoff knows what you mean. I have absolutely no idea what you're talking about.
[54:30.980 --> 54:33.360]  So you know when you fan a deck of cards, Gavin?
[54:33.460 --> 54:33.720]  Yeah, yeah.
[54:34.160 --> 54:39.320]  It's like that. So that's the base part and you'd fan it across the top of the glass.
[54:39.640 --> 54:39.980]  That's cool.
[54:41.100 --> 54:44.460]  So that's the idea. Because you don't want it fully fanned because you need to fill the glass.
[54:44.460 --> 54:48.220]  So it needs to just be a small piece that you could fan out once it's locked in.
[54:48.460 --> 54:51.080]  There's a little hole below that on the side for your straw.
[54:51.440 --> 54:53.480]  This would be a straw-designed product.
[54:54.040 --> 54:54.680]  You have a straw there.
[54:55.260 --> 54:58.060]  Then you have all the edges shooting out the side.
[54:58.320 --> 55:02.620]  That is in the event that you knock over the glass and you do not have the top sealed.
[55:03.220 --> 55:05.260]  If there's not falling, if the parachute can't help,
[55:05.300 --> 55:07.220]  if you're just on a counter and you knock it over,
[55:07.640 --> 55:10.060]  those will prevent it from going fully flat.
[55:10.440 --> 55:11.420]  That will keep it at an angle.
[55:11.420 --> 55:15.620]  You're going to lose some beverage, but we're maintaining a 50% beverage guarantee
[55:15.620 --> 55:17.740]  with these little arms on the side just to carry it.
[55:17.820 --> 55:22.940]  But if the parachute doesn't kick in from counter height, when would the parachute be useful?
[55:23.960 --> 55:27.840]  I think it would from counter height, but sometimes you knock a cup over and it doesn't fall.
[55:28.060 --> 55:29.220]  It lands on the counter.
[55:29.820 --> 55:33.620]  So this is a scenario in which it doesn't go past the counter.
[55:33.740 --> 55:34.940]  It just gets caught on it.
[55:35.040 --> 55:38.140]  So it's got guard wings.
[55:38.140 --> 55:40.700]  Yeah, essentially. It's like guard wings. It's a great way.
[55:40.820 --> 55:42.340]  Guard wings, we're going to trademark that.
[55:42.780 --> 55:44.160]  We've got guard wings all over it.
[55:44.460 --> 55:46.800]  Makes sense. What does it say in the middle? Iron hole.
[55:46.980 --> 55:47.480]  What does it say?
[55:48.200 --> 55:49.580]  Oh, that was straw hole.
[55:49.900 --> 55:51.720]  Yeah, and then I decided to color it in.
[55:53.240 --> 55:56.880]  So then the last part, and this is a key part, and this is more just fun,
[55:56.940 --> 55:58.140]  because you want a glass to be fun.
[55:58.680 --> 56:01.400]  Four tiny retractable wheels on the bottom.
[56:03.620 --> 56:05.940]  Because if you're at a table and someone's like,
[56:05.940 --> 56:09.160]  Oh, yeah, like little Hot Wheels wheels.
[56:09.420 --> 56:15.560]  So it's just, you know, I'm enjoying myself a nice frozen pineapple lemonade right now.
[56:15.860 --> 56:18.700]  If we were at a table and I was like, hey, I want to try that.
[56:18.920 --> 56:22.100]  Just pop the glass down, the wheels come out and I just push it over.
[56:22.820 --> 56:24.380]  Don't have to get up, don't have to move, don't have to do anything.
[56:24.440 --> 56:25.560]  Just slides across.
[56:25.900 --> 56:29.060]  You see those scenes at the bar where they throw the glass down?
[56:29.160 --> 56:31.240]  That's always seemed dangerous. I don't trust that.
[56:31.300 --> 56:32.440]  Got to put some wheels on that.
[56:32.960 --> 56:34.340]  Wheels, it'll go even further.
[56:34.540 --> 56:36.660]  And then you just push it down, the wheels go back up.
[56:37.100 --> 56:38.040]  It's like landing gear.
[56:38.780 --> 56:39.300]  It's fantastic.
[56:39.300 --> 56:40.980]  Do they retract up into the liquid?
[56:41.360 --> 56:47.020]  They retract into, so there'd be kind of a thicker part of the bottom of the glass that it would retract into.
[56:47.280 --> 56:49.360]  They would not be, there'd be like a space between.
[56:50.300 --> 56:51.820]  It would not go into the liquid, no.
[56:51.960 --> 56:52.940]  Is it dishwasher safe?
[56:53.080 --> 56:54.880]  It is dishwasher safe, of course it is.
[56:54.920 --> 56:55.760]  The parachute as well?
[56:57.760 --> 56:59.580]  Uh, you know, we got to look into that.
[56:59.740 --> 57:01.840]  I'm not sure, not sure about that process.
[57:02.000 --> 57:04.300]  We got to narrow down the material to use it for the parachute.
[57:04.500 --> 57:08.680]  But outside of the cup itself, maybe we could sell multiple parachutes.
[57:08.780 --> 57:11.520]  We could do fun little designs on the top so you can customize your cup.
[57:11.520 --> 57:13.640]  Oh, you could upsell, that's a great, that's, yeah.
[57:14.380 --> 57:18.440]  So when you're drinking out of it, does the parachute just hang down by the glass?
[57:18.820 --> 57:21.300]  Uh, yeah, yeah, the parachute just hangs, just a little hang.
[57:21.300 --> 57:25.440]  It'll hang off the back, but the straw is on the opposite side, so you don't have to worry about the parachute.
[57:26.160 --> 57:27.300]  No straws included.
[57:30.620 --> 57:31.740]  You're gonna have to buy that in a pen.
[57:31.940 --> 57:33.860]  I'm impressed, I think that's a great design.
[57:34.480 --> 57:39.800]  It's, uh, it is the opposite of what I had envisioned, but I love it.
[57:39.920 --> 57:46.620]  I appreciate the ingenuity, you've definitely added a lot to the cup.
[57:47.740 --> 57:50.140]  I'd love to know what that means, what is the opposite of that cup?
[57:50.140 --> 57:51.900]  Well, I'll show you.
[57:56.580 --> 58:00.280]  I mean, if it had a USB port, it would be perfect.
[58:02.660 --> 58:15.360]  That way you could be a smart cup and you could keep data on, like, how cold your beverage usually is, how many sips you take, how far it fell, distance traveled, all that stuff.
[58:16.040 --> 58:17.020]  USB Fridge?
[58:18.600 --> 58:25.200]  It's a bullshit product that works, but it's pointless. It's like a little USB fridge that can chill one drink.
[58:25.580 --> 58:33.240]  That's what makes this cup. Solar-powered cup with a USB in it, you plug the USB fridge into the cup, you put the cup in the fridge, it freezes itself.
[58:33.380 --> 58:36.000]  This is genius, Geoff. This is a great idea by you.
[58:36.860 --> 58:41.920]  Well, I love it, I think it's great. I would love to get a prototype built out.
[58:43.260 --> 58:45.040]  I don't know if you're up for that.
[58:45.280 --> 58:46.100]  What's the name of it?
[58:46.100 --> 58:47.220]  The Gerpler.
[58:47.300 --> 58:47.700]  Oh, the Gerpler.
[58:48.280 --> 58:49.640]  Just straight up Gerpler.
[58:51.080 --> 58:57.800]  The name came before the cup. The name is non-negotiable. It's the Gerpler, no matter what the final form of the cup is.
[58:57.920 --> 58:59.280]  It's a Gerpler, regardless.
[58:59.680 --> 59:00.280]  So what's yours, Geoff?
[59:00.900 --> 59:05.760]  Yeah, let me show you mine. It's not that one, that's for sure.
[59:09.600 --> 59:20.380]  I said that I thought the red Pizza Hut cup was damn near perfect, but you said any cup we had had to be larger.
[59:20.840 --> 59:29.000]  So I thought the Pizza Hut cup is a great cup, and you can see here in the illustration there's one holding in someone's hand to give you a scale.
[59:29.000 --> 59:35.900]  I took that cup and I made it bigger. And then I slapped... and you can see on the side there, it says much bigger.
[59:36.400 --> 59:38.600]  Because it is. It's much bigger.
[59:38.900 --> 59:41.060]  Did it not go into the...?
[59:41.060 --> 59:41.580]  No.
[59:41.800 --> 59:42.700]  Oh, okay. Sorry, there it is.
[59:43.100 --> 59:43.860]  There we go.
[59:44.180 --> 59:50.680]  So you can see on the left, that's a great cup. That is your standard Pizza Hut cup. It's red, it's plastic, it's awesome.
[59:51.320 --> 59:56.040]  Then, on the right, you can see best cup. I mean, I didn't put Gerpler, but obviously it's the Gerpler.
[59:56.500 --> 01:00:04.780]  It's the same cup, but much larger. And I put a f*** face logo on it. That way people know where it came from.
[01:00:04.960 --> 01:00:09.580]  Yeah, I would buy this cup. This looks like a great cup.
[01:00:10.040 --> 01:00:10.480]  It's...
[01:00:10.480 --> 01:00:11.920]  There's no wheels on it.
[01:00:12.360 --> 01:00:19.280]  You're right. I was thinking about putting... honestly, I was thinking about putting a racing stripe down or something on it to add a little pizzazz,
[01:00:19.280 --> 01:00:21.840]  but then I decided not to. I didn't want to overcomplicate it.
[01:00:22.120 --> 01:00:28.180]  But I'm glad I didn't go that route, because you took those ideas and you put wheels on yours. Insane.
[01:00:28.600 --> 01:00:35.300]  So these are two variations on a theme. I think they're both valid. I think that they both have their pluses.
[01:00:35.460 --> 01:00:43.700]  I think, if the business world has shown us one thing, it's there's nothing better than taking somebody else's idea and just making it slightly larger,
[01:00:44.300 --> 01:00:47.020]  and then putting our brand... like, that's a great. This is established. This works.
[01:00:47.880 --> 01:00:50.700]  Well, to be fair, this one is much bigger. I don't know if you can see.
[01:00:50.720 --> 01:00:52.280]  It is. It's completely different.
[01:00:57.220 --> 01:00:58.480]  How big is much bigger?
[01:00:58.960 --> 01:00:59.600]  I don't know.
[01:00:59.820 --> 01:01:00.280]  The scale of the hand.
[01:01:00.660 --> 01:01:02.680]  You can see it's exactly that much bigger.
[01:01:04.600 --> 01:01:05.220]  I don't know.
[01:01:05.340 --> 01:01:06.220]  The scale of the hand.
[01:01:06.440 --> 01:01:06.800]  Well, it's not on a hand.
[01:01:06.800 --> 01:01:12.620]  I was just curious if you had... well, I know, but it's just... it's a weird way to phrase it. You're assuming it's the same hand.
[01:01:12.800 --> 01:01:13.840]  Those could be two different hands.
[01:01:13.900 --> 01:01:15.480]  It's the same hand. I got it from the same image.
[01:01:15.560 --> 01:01:15.800]  Okay.
[01:01:16.980 --> 01:01:21.660]  It could be... the left could be Andre the Giant's hand, and the right could be Verne Troyer's hand.
[01:01:21.760 --> 01:01:26.060]  It's not, though. For the purposes of... it's the same hand. It's the exact same hand.
[01:01:26.640 --> 01:01:27.520]  It's an important clarification.
[01:01:27.740 --> 01:01:30.200]  I even copied and pasted it. It was so the same.
[01:01:36.200 --> 01:01:36.960]  Yeah, yeah, yeah.
[01:01:40.260 --> 01:01:41.060]  Yeah, exactly.
[01:01:43.060 --> 01:01:46.540]  Eric just posted two photos of, like, visualizations of our ideas.
[01:01:47.420 --> 01:01:49.840]  My inspiration was 100% the Simpsons car.
[01:01:50.460 --> 01:01:52.420]  He even mentioned that ahead of time.
[01:01:52.500 --> 01:01:53.180]  I did, yeah.
[01:01:53.260 --> 01:01:57.960]  He said he was gonna Simpsons car this cup. You definitely did. You definitely did.
[01:02:00.540 --> 01:02:01.500]  Oh, man.
[01:02:02.000 --> 01:02:03.600]  We closed some threads on that episode.
[01:02:03.740 --> 01:02:05.860]  We closed some threads.
[01:02:06.060 --> 01:02:06.440]  Great.
[01:02:07.760 --> 01:02:10.240]  And Andrew was talking about, like, this was up there.
[01:02:10.320 --> 01:02:13.980]  Andrew was talking to me yesterday about how, expressing some frustration.
[01:02:14.140 --> 01:02:18.100]  He's looking for bits to pull to be animated.
[01:02:18.380 --> 01:02:23.240]  And he was saying the difficult thing about it with our podcast is how they flow from episode to episode.
[01:02:23.480 --> 01:02:25.040]  So it's hard to tell a contained story.
[01:02:26.000 --> 01:02:28.740]  And then he pointed out one episode where...
[01:02:29.280 --> 01:02:30.060]  Time to feed the dog.
[01:02:30.400 --> 01:02:34.720]  I would have thought it was 12 episodes worth of material.
[01:02:34.720 --> 01:02:36.480]  And he was like, nope, that was all in one episode.
[01:02:36.660 --> 01:02:40.080]  Hard to believe that we had the entirety of cup theory.
[01:02:41.840 --> 01:02:44.460]  The introduction of the f*** face cooks the food.
[01:02:46.860 --> 01:02:48.500]  Two wildly different cups.
[01:02:48.800 --> 01:02:53.520]  The baseball signature and the completion of the bean hole saga.
[01:02:53.760 --> 01:02:54.760]  Or this iteration of it.
[01:02:54.880 --> 01:02:58.660]  And the teasing of Gavin's pizza recipe.
[01:02:58.900 --> 01:02:59.700]  All in one episode.
[01:03:00.180 --> 01:03:01.280]  This one was packed.
[01:03:01.280 --> 01:03:03.560]  We completed it all in this episode.
[01:03:03.680 --> 01:03:04.400]  And it was fantastic.
[01:03:05.160 --> 01:03:07.360]  Genuinely, I have a headache from laughing so hard.
[01:03:08.280 --> 01:03:10.560]  Trying to source this is a nightmare.
[01:03:10.740 --> 01:03:12.340]  We talked about the baseball thing.
[01:03:12.480 --> 01:03:15.480]  And probably three minute chunks over 12 different episodes.
[01:03:17.100 --> 01:03:19.660]  How long ago did we start talking about that too?
[01:03:19.820 --> 01:03:21.040]  I would love to know that.
[01:03:21.080 --> 01:03:23.260]  What is the first mention of the bat?
[01:03:23.380 --> 01:03:24.980]  I remember when you brought it up.
[01:03:25.060 --> 01:03:25.880]  But I don't know.
[01:03:26.080 --> 01:03:27.220]  I feel like it was months ago.
[01:03:27.240 --> 01:03:30.020]  If it was after episode 46, there's no way to know, right?
[01:03:30.700 --> 01:03:34.580]  I'm going to cut together full saga videos for our YouTube channel.
[01:03:34.740 --> 01:03:39.560]  From the introduction, the idea, to the end of each random thing we end up doing.
[01:03:39.920 --> 01:03:41.460]  I think it'll be a fun little compilation.
[01:03:42.260 --> 01:03:43.000]  That'd be great.
[01:03:43.140 --> 01:03:45.580]  I'll do that after I'm finished with the other two videos.
[01:03:47.360 --> 01:03:52.360]  Hopefully by the time this is out, you'll be able to see definitely the baseball video on YouTube.
[01:03:52.620 --> 01:03:53.780]  On our F*** Face channel.
[01:03:54.120 --> 01:03:55.880]  And hopefully also the bean hole saga.
[01:03:56.760 --> 01:03:57.200]  Amazing.
[01:03:57.200 --> 01:04:00.860]  Gavin was so dejected when we were walking off the baseball field.
[01:04:00.980 --> 01:04:04.820]  He was like, I gotta go through two hours of baseball footage.
[01:04:05.080 --> 01:04:11.460]  I mean, between the baseball and the bean hole and all the baseball stuff, I had two cameras going and my phone was in slo-mo.
[01:04:11.600 --> 01:04:14.000]  I've got about four and a half hours of footage.
[01:04:14.440 --> 01:04:15.780]  Oh man, that's so much.
[01:04:17.060 --> 01:04:19.340]  We need to do a F*** Face Hires an Editor.
[01:04:20.140 --> 01:04:21.300]  I mean, not that we don't have Nick.
[01:04:21.500 --> 01:04:23.700]  F*** Face Hires a Supplemental Video Editor.
[01:04:24.360 --> 01:04:25.140]  That'd be amazing.
[01:04:25.140 --> 01:04:26.560]  Eric, get the credit card.
[01:04:27.080 --> 01:04:31.020]  You got it. I'll hire an editor with the credit card.
[01:04:37.220 --> 01:04:45.660]  In all seriousness, thanks to Eric and Gavin and Nick for devoting time on their weekend to hitting balls and eating beans.
[01:04:46.000 --> 01:04:47.600]  And you guys were wonderful.
[01:04:47.660 --> 01:04:51.080]  And I'm happy that we had that stuff in the rearview mirror.
[01:04:51.160 --> 01:04:53.400]  It was a ton of fun, but it was also your weekend.
[01:04:53.400 --> 01:04:56.240]  And Nick was ignoring his wife and child for it.
[01:04:56.300 --> 01:04:59.380]  And I know that caused a lot of strain on his relationship.
[01:04:59.460 --> 01:05:01.120]  And I'm not even sure if he's sleeping at home yet.
[01:05:01.460 --> 01:05:04.080]  So I appreciate you taking that bullet.
[01:05:04.620 --> 01:05:09.220]  And that'll do it for another episode of the F*** Face Podcast.
[01:05:12.340 --> 01:05:13.460]  See you next time.
[01:05:14.160 --> 01:05:16.740]  And do you have any ideas?
[01:05:17.520 --> 01:05:17.740]  What?
[01:05:18.240 --> 01:05:20.920]  It was strong. It was a strong episode up until that.
[01:05:21.420 --> 01:05:22.460]  I don't know. I'm tired.
[01:05:22.960 --> 01:05:26.880]  If you have any ideas on how to improve our bean hole, let us know.
[01:05:27.040 --> 01:05:30.460]  If you're interested in buying some of our cups, let us know.
[01:05:31.180 --> 01:05:34.560]  And look out for autographed baseballs on sale soon.
[01:05:34.640 --> 01:05:37.800]  We've got a hundred more if you have an idea on what we should do with the final hundred.
[01:05:38.720 --> 01:05:41.260]  Maybe it's just a different color. I don't know. Let us know.
[01:05:41.540 --> 01:05:46.360]  Remember, as always, give us one million stars anywhere you have an opportunity to.
[01:05:46.960 --> 01:05:48.740]  Thank you very much. Bye.
[01:05:48.740 --> 01:05:53.280]  Hey guys, minor league fan Jack here with a look at next week's episode of F*** Face.
[01:05:53.680 --> 01:05:56.980]  Once again, the boys are behind, so here are some predictions for the future.
[01:05:57.380 --> 01:05:59.000]  Geoff peed himself on stage.
[01:05:59.400 --> 01:06:00.960]  Gavin can't control his cats.
[01:06:01.340 --> 01:06:02.860]  It's the return of piss boy.
[01:06:03.160 --> 01:06:05.120]  The gang decides to open a restaurant.
[01:06:05.520 --> 01:06:07.180]  Geoff loves r slash place.
