[00:15.100 --> 00:15.440]  I
[45:33.720 --> 45:36.520]  Oh, God. You would need an entire truck
[45:36.520 --> 45:37.640]  just for the CRTs.
[45:38.100 --> 45:40.240]  So, he played for
[45:40.240 --> 45:42.480]  the Phoenix Suns. Oh, no. 2008
[45:42.480 --> 45:44.120]  to 2009. They weren't CRTs.
[45:44.680 --> 45:46.320]  Ah. 2008, he was getting
[45:46.320 --> 45:47.560]  flat screens. That's disappointing.
[45:47.560 --> 45:49.820]  That's definite flat screen territory.
[45:50.060 --> 45:51.480]  What does show me mean?
[45:51.760 --> 45:53.300]  Just talk to Eric. Oh.
[45:53.660 --> 45:55.620]  Oh, no, we were in
[45:55.620 --> 45:57.600]  a space, and Geoff pointed
[45:57.600 --> 45:59.340]  at a TV and just kept going,
[45:59.500 --> 46:01.480]  huh? Right? See?
[46:01.900 --> 46:03.380]  And I didn't know what the fuck he was talking about,
[46:03.560 --> 46:05.380]  but it was just a frame around a TV.
[46:05.960 --> 46:07.240]  He was so thrilled about it.
[46:07.500 --> 46:09.460]  That was pretty cool. Why does...
[46:09.460 --> 46:11.480]  Nick said, I love a frame around a TV. Why?
[46:12.040 --> 46:13.720]  Why, Nick? This just looks nice.
[46:13.820 --> 46:15.320]  Look at this. But it doesn't.
[46:15.320 --> 46:17.100]  Like, when it's on, it does.
[46:19.260 --> 46:20.900]  When it's off, you can never show the Mona Lisa.
[46:22.260 --> 46:22.740]  But...
[46:22.740 --> 46:24.840]  I don't think TVs look ugly.
[46:25.180 --> 46:27.340]  TV when it's on, art when it's off
[46:27.340 --> 46:28.440]  is how they describe it.
[46:29.680 --> 46:31.560]  Nick said it's relaxing.
[46:32.080 --> 46:33.400]  I agree. So, look at a frame
[46:33.400 --> 46:35.060]  around a TV.
[46:36.560 --> 46:37.520]  Relaxes Nick.
[46:40.300 --> 46:41.420]  I know how when
[46:41.420 --> 46:43.440]  you're so stressed out,
[46:43.440 --> 46:44.880]  you're just like, I need something
[46:44.880 --> 46:46.000]  to calm me down.
[46:46.680 --> 46:48.080]  As Nick calls it,
[46:48.940 --> 46:49.900]  glowing art.
[46:52.260 --> 46:53.460]  I am right there with Nick.
[46:53.580 --> 46:55.220]  You guys are making fun of him for
[46:55.220 --> 46:56.580]  totally valid.
[46:57.160 --> 46:57.800]  Hell yeah, Nick.
[46:59.040 --> 47:01.020]  A TV off with no image.
[47:01.700 --> 47:03.240]  If it has an image and it's art,
[47:03.440 --> 47:05.280]  like they're displaying, that's fine.
[47:05.800 --> 47:07.460]  But when you turn off a TV
[47:07.460 --> 47:09.100]  and it's just a blank screen
[47:09.100 --> 47:11.260]  with a frame around it, it looks
[47:11.260 --> 47:12.900]  uglier than just a TV does.
[47:13.000 --> 47:13.840]  I don't think it does that.
[47:13.960 --> 47:16.020]  It goes into an art mode.
[47:16.300 --> 47:19.040]  You sent me a photo of a TV that was turned off
[47:19.040 --> 47:20.680]  completely that had a frame around it.
[47:20.740 --> 47:21.280]  I've seen it.
[47:22.020 --> 47:23.880]  That was the RT one that they handmade.
[47:24.080 --> 47:25.740]  These are the ones that you buy.
[47:25.920 --> 47:28.320]  The handmade part of it was great.
[47:28.800 --> 47:29.820]  I think that looked awesome.
[47:30.940 --> 47:33.340]  Listen, they're not using it
[47:33.340 --> 47:34.640]  to the
[47:35.080 --> 47:36.140]  height of its potential.
[47:36.760 --> 47:37.600]  But that's my point.
[47:37.600 --> 47:40.240]  Unless they all have that
[47:40.240 --> 47:42.040]  where it's pre-built or whatever.
[47:42.360 --> 47:42.580]  They do.
[47:42.960 --> 47:45.600]  Turn the TV off to bring the masterpieces to life.
[47:45.660 --> 47:47.720]  Simply press the power button on the One Remote
[47:47.720 --> 47:50.220]  and watch Art Mode turn your blank TV screen
[47:50.220 --> 47:52.260]  into a private exhibit of curated creations.
[47:52.380 --> 47:53.720]  Why am I trying to sell these fucking TVs?
[47:53.780 --> 47:54.700]  I don't even have one.
[47:55.360 --> 47:56.080]  I just think it's cool.
[47:56.360 --> 47:58.420]  At least.
[47:58.820 --> 47:59.920]  What was his jersey number?
[48:01.820 --> 48:03.280]  What did he play as?
[48:03.360 --> 48:05.100]  I think he probably bounced around
[48:05.100 --> 48:06.360]  depending on where he was playing.
[48:07.140 --> 48:08.660]  He played for a lot of teams.
[48:09.380 --> 48:10.160]  34, Eric thinks?
[48:10.620 --> 48:13.840]  He was 34 in LA, 32 in Miami,
[48:14.080 --> 48:15.960]  33 when he was at LSU,
[48:16.420 --> 48:17.620]  32 on the Suns,
[48:17.740 --> 48:19.020]  36 in Boston,
[48:19.580 --> 48:20.640]  32 on the Magic,
[48:20.800 --> 48:22.240]  and 33 on the Cavs.
[48:22.420 --> 48:24.600]  So he's just a 32 to 36
[48:25.600 --> 48:26.520]  runner there.
[48:26.800 --> 48:29.020]  36 for the Celtics is Marcus Smart
[48:29.020 --> 48:31.460]  currently. Here's hoping that number gets retired
[48:31.460 --> 48:32.880]  and nobody will ever be 36 again.
[48:34.100 --> 48:35.100]  It's tomorrow, right?
[48:35.360 --> 48:36.720]  Game 6? Tonight.
[48:36.800 --> 48:38.160]  Tonight? I thought it was Friday.
[48:38.560 --> 48:39.100]  It's Thursday night.
[48:39.840 --> 48:41.100]  It's Thursday? Fuck.
[48:41.940 --> 48:45.060]  Jesus, I was not mentally prepared
[48:45.060 --> 48:45.800]  for this.
[48:46.080 --> 48:48.620]  I'm also not mentally prepared for this
[48:48.620 --> 48:50.560]  and I've been trying all fucking week.
[48:50.780 --> 48:51.980]  I feel like they're gonna win.
[48:52.740 --> 48:54.600]  The best part is people already know.
[48:55.160 --> 48:55.780]  They'll know what happened.
[48:55.800 --> 48:56.700]  You know what's fucked up, dude?
[48:57.100 --> 49:00.060]  If they win this game tonight, which would be awesome,
[49:00.060 --> 49:01.920]  do you know when they play game 7?
[49:02.600 --> 49:03.900]  When? On my birthday.
[49:07.180 --> 49:07.760]  That?
[49:08.000 --> 49:09.820]  Who? Yeah. That's
[49:09.820 --> 49:11.980]  a... Yeah. Wow.
[49:12.280 --> 49:13.880]  That's high stakes. You think
[49:13.880 --> 49:15.880]  like... Talk about good socks, bad
[49:15.880 --> 49:17.980]  socks. Uh...
[49:17.980 --> 49:19.240]  Fucking... The
[49:19.900 --> 49:21.460]  risk of them
[49:21.460 --> 49:23.880]  shitting the bed on my birthday and me
[49:23.880 --> 49:25.800]  having to deal with that for the rest of my fucking
[49:26.880 --> 49:27.460]  life...
[49:28.060 --> 49:29.460]  Wow. Yeah.
[49:30.060 --> 49:31.500]  It was almost like when you dropped
[49:31.500 --> 49:33.420]  that Derek White card and you cursed that entire
[49:33.420 --> 49:35.120]  game potentially. You had that weight on.
[49:37.260 --> 49:39.620]  Well, let's hope they win. Yeah, well...
[49:39.620 --> 49:41.500]  Fingers crossed. I think they'll win
[49:41.500 --> 49:43.480]  tonight. I'd be shocked if they lose three in a row.
[49:43.780 --> 49:44.880]  Gavin said...
[49:45.430 --> 49:47.420]  Eric asked Gavin what the final score for the game
[49:47.420 --> 49:49.380]  will be and Gavin said
[49:49.380 --> 49:50.400]  80-94.
[49:51.160 --> 49:53.580]  That would be an incredibly low-scoring
[49:53.580 --> 49:53.860]  game.
[49:56.260 --> 49:57.780]  I mean, it could happen
[49:57.780 --> 49:59.660]  but given the playoff... I mean, they're two
[49:59.660 --> 50:01.620]  of the best defenses in basketball. I think it's more
[50:01.620 --> 50:03.640]  likely going to be in the low 100s.
[50:03.780 --> 50:05.620]  Probably 104, 112 or
[50:05.620 --> 50:07.620]  something. But yeah. 80-94
[50:07.620 --> 50:09.820]  is bold. I hope to god
[50:09.820 --> 50:11.540]  the Celtics score more than 80 points tonight.
[50:12.580 --> 50:13.760]  Oh, good! Eric's trying to see
[50:13.760 --> 50:15.480]  if he's a time traveler. That's excellent. That's excellent.
[50:15.560 --> 50:17.660]  You might have just caught him in a loop. It's a weird
[50:17.660 --> 50:19.120]  sport of basketball. It's a lot of
[50:20.160 --> 50:21.520]  scoring. Yeah.
[50:21.780 --> 50:22.460]  Yeah, they like to score.
[50:23.440 --> 50:25.560]  Why does that make it... I guess if you're
[50:25.560 --> 50:27.480]  soccer. Because if both teams are going to
[50:27.480 --> 50:29.680]  score the low 100s, it's like, how many times
[50:29.680 --> 50:31.180]  are you really excited when it happens?
[50:31.580 --> 50:33.460]  Yeah. Yeah. Really? Yeah, you are.
[50:33.680 --> 50:35.140]  It's exciting all the way through.
[50:35.720 --> 50:37.180]  There's too much scoring.
[50:37.420 --> 50:39.120]  Ugh. Points. Ugh.
[50:39.440 --> 50:41.620]  What are you talking about? I just think
[50:41.620 --> 50:43.500]  if something happens all the time while you're watching
[50:43.500 --> 50:45.540]  it, it's not interesting. Let's have a
[50:45.540 --> 50:47.560]  fucking blast and watch 1-1 go to
[50:47.560 --> 50:49.200]  a tie. Let's fucking woo.
[50:49.620 --> 50:51.400]  That's great. Thrilling.
[50:51.900 --> 50:53.040]  Thrilling high stakes.
[50:53.040 --> 50:55.040]  I'm not saying I agree or disagree
[50:55.040 --> 50:57.160]  with you, Gavin, but did you
[50:57.160 --> 50:59.200]  say that something's always happening
[50:59.200 --> 51:01.220]  and so it's not interesting?
[51:01.780 --> 51:03.120]  Like if a
[51:03.780 --> 51:04.860]  Michael Bay movie,
[51:05.660 --> 51:07.200]  if it was like two and a half
[51:07.200 --> 51:09.220]  hours of explosions, which a lot
[51:09.220 --> 51:11.020]  of the time it would go on for like 20 minutes
[51:11.020 --> 51:11.900]  and it's like...
[51:11.900 --> 51:15.140]  It cheapens it. I understand what you're
[51:15.140 --> 51:17.180]  saying, but it would be like saying there's too much running
[51:17.180 --> 51:18.860]  in soccer. It cheapens it.
[51:19.220 --> 51:21.060]  Like the movement of the... You're not there. You're not cheering
[51:21.060 --> 51:23.240]  a run. You're cheering a goal.
[51:23.600 --> 51:24.560]  But you are cheering runs.
[51:24.660 --> 51:26.640]  You're cheering the momentum of a run.
[51:26.800 --> 51:29.160]  A team can go on a 10-0 run and change
[51:29.160 --> 51:29.860]  the entire
[51:30.780 --> 51:32.980]  forecast of the game. The end result is I hope they
[51:32.980 --> 51:35.140]  score a goal. But what about...
[51:35.140 --> 51:36.880]  Are you okay with the fact that at most
[51:36.880 --> 51:38.520]  they're scoring three points per
[51:38.960 --> 51:40.680]  score? It's not like football.
[51:40.880 --> 51:43.040]  Six points guarantee you a touchdown. You gotta really
[51:43.040 --> 51:44.880]  work for those points. If you're Steph Curry, you're allowed to have
[51:44.880 --> 51:46.240]  a seven point play, apparently.
[51:46.720 --> 51:48.820]  Does the number a point? It's just an
[51:49.360 --> 51:50.860]  insane... Do you think games
[51:50.860 --> 51:52.960]  should have a limited mechanism to how they score?
[51:53.820 --> 51:54.800]  No, I'm just saying like
[51:54.800 --> 51:57.100]  if I watch a football game and it's
[51:57.100 --> 51:57.900]  like 2-1,
[51:58.800 --> 52:00.080]  the goals were like
[52:00.940 --> 52:02.280]  very exciting because
[52:02.760 --> 52:04.120]  there was a lot of time between them.
[52:05.060 --> 52:06.780]  But isn't it the result
[52:06.780 --> 52:08.840]  of the game that you're invested in more so
[52:08.840 --> 52:10.740]  than the mechanism of adding points?
[52:11.360 --> 52:12.760]  Like isn't that...
[52:12.760 --> 52:14.620]  I feel like that's more of a factor for me.
[52:15.740 --> 52:17.020]  Yeah. Would you play like a...
[52:17.020 --> 52:18.620]  Would you play a capture the flag
[52:18.620 --> 52:21.100]  on blood gulch first to 50?
[52:21.500 --> 52:22.660]  No, it'd be like...
[52:22.660 --> 52:24.500]  It's exciting when it's scored once.
[52:24.720 --> 52:26.820]  If every time I score once it's worth
[52:26.820 --> 52:28.100]  six, that might be interesting.
[52:28.580 --> 52:30.160]  Do I get the ability to go for eight?
[52:30.840 --> 52:32.780]  I gotta... Yeah, I don't know, man.
[52:33.660 --> 52:34.540]  Like I think the
[52:34.540 --> 52:36.740]  beauty of soccer and the allure of
[52:36.740 --> 52:38.600]  soccer is like the fluidity of motion
[52:38.600 --> 52:40.820]  and how the game plays out. And I think
[52:40.820 --> 52:42.960]  basketball is the exact same way.
[52:43.740 --> 52:44.700]  Like you're
[52:44.700 --> 52:45.700]  constantly watching
[52:47.920 --> 52:48.720]  the fluidity
[52:48.720 --> 52:50.620]  of the team, how a team
[52:50.620 --> 52:52.740]  will make a defensive response
[52:52.740 --> 52:54.800]  to something that another team is doing and then how that
[52:54.800 --> 52:56.260]  team counters it or doesn't it.
[52:56.520 --> 52:58.440]  It's constantly interesting.
[52:59.500 --> 53:00.600]  There's too much
[53:00.600 --> 53:02.460]  to watch on a screen. The thing I've
[53:02.460 --> 53:04.720]  had trouble with these finals is I want to watch them multiple
[53:04.720 --> 53:06.680]  times because I want to see what every player is doing
[53:07.800 --> 53:08.820]  in relation to everything
[53:08.820 --> 53:09.720]  else that's going on in the court.
[53:11.520 --> 53:12.700]  Basketball is non-stop
[53:12.700 --> 53:14.780]  interesting shit happening at all times. Fascinating.
[53:15.160 --> 53:16.180]  Not that we're in this era.
[53:16.360 --> 53:18.600]  It baffles me the idea of being like
[53:19.120 --> 53:20.900]  another dunk? They're dunking again.
[53:21.100 --> 53:22.420]  Okay. I'm not annoyed with it.
[53:22.720 --> 53:24.960]  It's like score over there, run it back, score over there.
[53:25.060 --> 53:26.860]  I know, but a dunk is always exciting
[53:26.860 --> 53:28.740]  to me. It doesn't matter how many times it happens.
[53:29.000 --> 53:30.620]  I went to a game with Geoff.
[53:30.720 --> 53:32.660]  It was very exciting. It was a very cool environment.
[53:33.320 --> 53:34.460]  I really had a good time.
[53:34.600 --> 53:36.760]  NBA finals game. In general, I don't think I
[53:36.760 --> 53:38.540]  could watch like 50
[53:38.540 --> 53:39.660]  games in a year.
[53:41.080 --> 53:42.640]  Well, a lot of people can't.
[53:44.740 --> 53:45.540]  Most people
[53:45.540 --> 53:47.300]  don't watch every game of their team.
[53:47.740 --> 53:48.640]  I wouldn't imagine.
[53:49.800 --> 53:51.420]  Oh, really? I don't think so.
[53:51.500 --> 53:53.480]  There's 82 games and then if you make it
[53:53.480 --> 53:54.420]  all the way to the...
[53:54.420 --> 53:57.340]  If you make it all the way through the playoffs
[53:57.340 --> 53:59.460]  to the finals, you're playing another quarter of a season.
[53:59.820 --> 54:01.420]  You're playing another 24 games.
[54:01.780 --> 54:03.640]  It depends on the sport. I will watch
[54:03.640 --> 54:05.700]  every Seahawks game every year
[54:05.700 --> 54:07.580]  because there's 16 of those and it's one
[54:07.580 --> 54:09.060]  a week. That's very manageable.
[54:09.500 --> 54:10.980]  When you get into hockey and
[54:12.380 --> 54:13.180]  basketball and
[54:13.940 --> 54:15.440]  baseball, it becomes more
[54:15.440 --> 54:17.040]  challenging. You have multiple games a week.
[54:17.600 --> 54:18.480]  I like the idea of playoffs.
[54:19.220 --> 54:21.200]  You play every team and then
[54:21.200 --> 54:22.260]  something happens.
[54:22.600 --> 54:24.520]  My limit is 82 games.
[54:25.040 --> 54:27.200]  Baseball, it's hard to keep up with a full season
[54:27.200 --> 54:29.480]  and try to watch every game, but I can watch every basketball game.
[54:29.680 --> 54:31.520]  82 is not too hard. The playoffs are always
[54:31.520 --> 54:33.500]  great for any sport. It's always
[54:33.500 --> 54:35.500]  exciting. Are we a sports podcast?
[54:35.500 --> 54:37.080]  I don't think that's right. No, we're a
[54:37.080 --> 54:38.980]  baseball equipment podcast.
[54:41.300 --> 54:41.840]  We're a
[54:41.840 --> 54:43.540]  time traveling baseball equipment podcast.
[54:43.560 --> 54:45.260]  I do! Yeah, so
[54:45.260 --> 54:47.480]  speaking of, we'll probably start wrapping
[54:47.480 --> 54:49.380]  it up here soon, but I've been meaning to ask you this
[54:49.380 --> 54:51.360]  for a while now, but has
[54:51.360 --> 54:53.660]  anybody experienced any new potential
[54:53.660 --> 54:54.420]  time travel
[54:55.500 --> 54:57.480]  issues? Has future you
[54:58.500 --> 54:59.380]  maybe manipulated
[54:59.380 --> 55:01.520]  your lives in any way recently that you can account for?
[55:01.560 --> 55:03.320]  Yeah, I realized today when you asked me about
[55:03.320 --> 55:05.320]  had I done the baseball video, I
[55:05.320 --> 55:07.380]  quickly went back in time and posted it in
[55:07.380 --> 55:09.320]  the Slack. That's fair.
[55:09.600 --> 55:11.360]  Yeah. Just so I wouldn't feel
[55:13.040 --> 55:13.560]  on the
[55:13.560 --> 55:14.260]  back foot there.
[55:15.840 --> 55:16.760]  Well, I don't think
[55:17.720 --> 55:19.560]  anything... I've had a pretty uneventful
[55:19.560 --> 55:21.480]  life the last week or two.
[55:22.620 --> 55:23.420]  I don't even
[55:23.420 --> 55:25.300]  know if I've talked about it, but I got my new bike and I've been
[55:25.300 --> 55:27.320]  riding it every day and nothing's happening.
[55:27.600 --> 55:29.360]  Everything's just like... Life's good though.
[55:29.600 --> 55:30.700]  Yeah, I guess so.
[55:30.700 --> 55:32.600]  Yeah, no, it is. You're right. It is. It is good.
[55:33.820 --> 55:34.800]  It's good for
[55:34.800 --> 55:36.260]  everything except for this podcast.
[55:36.440 --> 55:37.960]  With the exception of Emily getting
[55:38.680 --> 55:40.600]  COVID and us being quarantined for that week.
[55:41.460 --> 55:42.600]  It's been a pretty uneventful
[55:42.600 --> 55:44.620]  life. Yeah, I'd say that
[55:44.620 --> 55:47.120]  I'm at a point where I'm thinking about whippersnappers
[55:47.120 --> 55:48.680]  as a reflection of the
[55:48.680 --> 55:50.660]  thrill that is happening in my life at the moment.
[55:51.900 --> 55:52.800]  I'm having extended
[55:52.800 --> 55:54.620]  thoughts about what whippersnappers mean
[55:54.620 --> 55:56.940]  and the age limits. Probably not a lot going on.
[55:56.980 --> 55:58.640]  That's exciting. I want to buy
[55:58.640 --> 56:00.580]  you both a three pack of these
[56:00.580 --> 56:02.800]  new socks, by the way. I would love to have
[56:02.800 --> 56:04.640]  a pair. I'm excited. I want to see if any
[56:04.640 --> 56:06.640]  effect has any effect on your
[56:06.640 --> 56:08.420]  lives. Have you noticed...
[56:08.420 --> 56:10.940]  You know red is bad, but are the other...
[56:10.940 --> 56:12.440]  Is any other color particularly
[56:12.440 --> 56:14.080]  good? No.
[56:14.460 --> 56:16.680]  No, I'm trying not to get hung up on
[56:16.680 --> 56:18.200]  the intricacies of good.
[56:18.660 --> 56:20.500]  Just trying to avoid bad. I think
[56:20.500 --> 56:22.480]  this will be out by the time
[56:22.480 --> 56:24.600]  and if not, maybe we can edit. I think
[56:24.600 --> 56:26.580]  you'll know this, Geoff. The fact
[56:26.580 --> 56:28.580]  that Gavin and I are on Survive Block
[56:28.580 --> 56:30.640]  Island Season 2, which is like Survivor
[56:30.640 --> 56:32.620]  meets Minecraft. Yes. If I could get
[56:32.620 --> 56:34.560]  a pair of those socks, Gavin, if I
[56:34.560 --> 56:36.720]  get voted out first, I'm wearing those fucking socks,
[56:36.780 --> 56:37.620]  we're going to have a problem.
[56:38.200 --> 56:40.200]  I love that the other day...
[56:40.200 --> 56:42.100]  This is actually funny. I forgot about this.
[56:42.960 --> 56:44.740]  Andrew accidentally texted me some stuff
[56:44.740 --> 56:46.380]  he meant to send to you,
[56:46.560 --> 56:48.820]  Gavin, about like scheming
[56:48.820 --> 56:50.540]  for Survive Block Island
[56:50.540 --> 56:51.800]  and I was like,
[56:52.460 --> 56:54.380]  you probably shouldn't be telling me this stuff. And he's like,
[56:54.380 --> 56:56.420]  are you on the show? And I was
[56:56.420 --> 56:58.220]  like, no, I'm not in the show. And he's like, oh,
[56:58.240 --> 57:00.700]  just disregard it. But I'm producing it. I helped make it.
[57:00.800 --> 57:02.260]  I'm going to be watching in the control room
[57:02.260 --> 57:04.260]  everything that you're doing and now I know
[57:04.260 --> 57:06.040]  your dumb plans so I can
[57:06.600 --> 57:08.500]  make sure to catch them.
[57:08.640 --> 57:10.380]  To clarify my plan. Yeah, the plan
[57:10.380 --> 57:12.540]  was just the fact that neither of us have capture
[57:12.540 --> 57:14.400]  cards for our computer and I don't know if we
[57:14.400 --> 57:16.240]  need those. And the premise of
[57:16.240 --> 57:18.440]  part of the story just not being
[57:18.440 --> 57:20.300]  present because neither of us are capturing
[57:20.300 --> 57:22.280]  what is happening. Do we make that at home?
[57:22.280 --> 57:24.420]  Where do we film it? Yeah, you guys film from home.
[57:24.740 --> 57:25.760]  Oh, I can't film from home.
[57:26.000 --> 57:28.220]  You can't film a PC game
[57:28.220 --> 57:30.440]  on Steam? No, I've like rearranged
[57:31.320 --> 57:32.340]  I've trashed this set.
[57:32.740 --> 57:34.360]  Well, you might have to come in for it then.
[57:34.980 --> 57:35.620]  Well, alright.
[57:36.560 --> 57:38.180]  So wait, do you need a capture card?
[57:38.760 --> 57:39.940]  No, you just need to be able to
[57:39.940 --> 57:42.120]  Do you have OBS? No,
[57:42.320 --> 57:44.440]  I'll figure it out. It's just a PC game
[57:44.440 --> 57:46.120]  and you just have to be able to record PC footage.
[57:46.560 --> 57:47.680]  You don't need a capture card for that.
[57:48.140 --> 57:50.100]  Got it. Well, we're going to be in that and
[57:50.440 --> 57:51.920]  I'm not going to backstab you, Gavin.
[57:52.200 --> 57:53.020]  Promise. Make you swear.
[57:53.640 --> 57:53.960]  Ugh.
[57:55.460 --> 57:57.980]  I was simultaneously filled with joy and dread
[57:57.980 --> 57:59.720]  when you said you were going to be on it. Really?
[58:00.020 --> 58:01.960]  I was just excited. And for the brief moment
[58:01.960 --> 58:03.520]  I thought Geoff was on it. I was like,
[58:03.860 --> 58:06.280]  this is great. I'm going to send you so many socks.
[58:06.620 --> 58:07.840]  I can't be on it. I know
[58:08.280 --> 58:09.700]  all the stuff.
[58:10.080 --> 58:11.980]  It'd be unfair. This was fun.
[58:12.060 --> 58:13.680]  I'm glad we did too. We learned a lot.
[58:13.920 --> 58:15.680]  We got the videos that are coming out.
[58:15.940 --> 58:17.220]  Got to talk about that we're doing that.
[58:17.220 --> 58:18.640]  Gavin hates scoring.
[58:18.860 --> 58:19.900]  This was a good episode.
[58:22.360 --> 58:23.440]  That was a good one.
[58:23.640 --> 58:25.240]  Was it this episode?
[58:25.880 --> 58:27.580]  Was it this episode or last episode
[58:27.580 --> 58:29.300]  that we discovered Gavin was going to make
[58:29.300 --> 58:30.920]  the pizza? The Branson pickle pizza?
[58:30.920 --> 58:33.060]  This episode. Oh yeah, it's a great episode then.
[58:33.140 --> 58:35.040]  It's a great episode. Yeah, we got a whole new recipe.
[58:35.040 --> 58:36.380]  It happened like 20 minutes ago.
[58:37.960 --> 58:38.640]  That's awesome.
[58:39.740 --> 58:40.100]  A++.
[58:40.740 --> 58:43.140]  Why don't one or two of you watch that freaking video and then we'll upload it.
[58:43.140 --> 58:45.320]  I'm so excited. Please upload the file as soon as we're done.
[58:45.320 --> 58:46.700]  Could you
[58:47.380 --> 58:48.520]  send us the
[58:50.300 --> 58:51.180]  other video?
[58:51.900 --> 58:53.500]  Yeah, but also watch baseballs
[58:53.500 --> 58:55.520]  for Christ's sake. I will. I'll watch both of them.
[58:55.620 --> 58:56.200]  Can't wait.
[58:57.240 --> 58:58.500]  How long is it?
[58:59.140 --> 59:00.960]  Just off the top of your head. I don't remember.
[59:01.600 --> 59:02.340]  Let me see.
[59:02.940 --> 59:04.000]  Here's my note.
[59:05.320 --> 59:06.360]  It's probably too long.
[59:07.400 --> 59:08.660]  Let me see. I'm looking it up right now.
[59:08.960 --> 59:11.360]  It is nine and a half minutes.
[59:11.780 --> 59:13.280]  Oh yeah, that's a seven minute
[59:13.280 --> 59:14.340]  video, Max, probably.
[59:15.720 --> 59:16.620]  Thanks for your feedback.
[59:16.980 --> 59:17.400]  No problem.
[59:19.300 --> 59:20.320]  Happy to help.
[59:22.720 --> 59:23.080]  Okay.
[59:23.220 --> 59:25.180]  I guess I should stop it. Nobody else is going to do it.
[59:25.420 --> 59:26.260]  Thanks for listening
[59:27.040 --> 59:29.360]  to another episode of the...
[59:29.360 --> 59:31.240]  You started it. This is your thing.
[59:31.320 --> 59:32.080]  This is what you do.
[59:32.660 --> 59:34.720]  Yeah, that's fine. I was saying that.
[59:34.880 --> 59:36.260]  Nobody else is going to do it, so I better do it.
[59:36.440 --> 59:37.760]  This is what you do.
[59:38.860 --> 59:39.920]  I'm not arguing with you.
[59:39.920 --> 59:42.020]  Is this the final version of the intro
[59:42.020 --> 59:43.300]  or the outro, or are there going to be notes?
[59:44.820 --> 59:45.740]  I'll be honest,
[59:45.800 --> 59:46.820]  it's too long.
[59:48.860 --> 59:49.680]  The end.
[59:52.280 --> 59:54.020]  Hey guys, MajorLeagueFan
[59:54.020 --> 59:55.900]  Jack here with a look at next week's episode
[59:55.900 --> 59:57.840]  of F*** Face. Nick screwed up
[59:57.840 --> 59:59.960]  the secret. Gavin gets his movies
[59:59.960 --> 01:00:01.820]  wrong. What is Eric's limit?
[01:00:02.260 --> 01:00:03.760]  You're going to find out what all the
[01:00:03.760 --> 01:00:05.860]  beeping was about. Gavin and Geoff have the
[01:00:05.860 --> 01:00:07.900]  wettest of fives. Water and
[01:00:07.900 --> 01:00:10.140]  laptops do not mix. Geoff
[01:00:10.140 --> 01:00:12.060]  is an excellent diver. And once
[01:00:12.060 --> 01:00:13.800]  again, Andrew does not eat the pencil.
[01:00:14.260 --> 01:00:15.980]  All that and more on next week's episode
[01:00:15.980 --> 01:00:16.840]  of F*** Face.
